,mail_content
343,"Cool.  See you tomorrow.  We have conference room EB 4598A at 12:00 noon.  
Thanks, Michelle



"
344," Political  Philosophies: Explained in Simple ""Two-Cow"" Terms
with an Update for the  state of California

Socialism: You have two cows. You keep one, but  must
give the other to your neighbor.

Communism: You have two cows.  The government takes
both and provides you with milk.

Fascism: You  have two cows. The government takes
both and sells you the  milk.

Bureaucracy: You have two cows. The government
takes them,  shoots one, milks the other, pays you
for the milk, and then pours it down  the drain.

Dictatorship: You have two cows. The government
takes both,  then shoots you.

Capitalism: You have two cows. You sell one and buy
a  bull.

Democracy: You have two cows. The government taxes
you to the  point that you must sell them both to
support a man in a foreign country who  has only one
cow, which was a gift from your own  government.

Corporation: You have two cows. You lay one off,
force the  other to produce the milk of four cows, then
act surprised when it drops  dead.

California: You have two cows. The state tells you how
to milk  your cows, when to milk your cows, how much to
milk your cows and the most  that you can charge for the
milk. You go broke and sell the cows. The state  calls you
greedy and blames you for the current milk shortage.  "
345,"Attached, please find the AP article regarding today's hearing.

http://www.sacbee.com/news/beelive/show_story.cgi?enron"
346,"FERC has already stricken some items off of its agenda (the meeting begins in 
about 30 minutes).  The stricken items are:

The Portland General and EPMI filings to allow PGE to use EnronOnline

Removing Obstacles to Increased Electric Generation and Natural Gas Supply in 
the Western United States

Mirant vs. ISO New England (June 20, 2001 complaint by Mirant regarding ISO's 
proposal to revise procedures for mitigation of generators run out of 
economic merit order during transmission constraints).

HQ v. NYISO (regarding HQ's request for FERC to order ISO to reinstate the 
May 8, 2000 market clearing price)

Maine PUC vs. New England ISO (regarding the PUC's complaint against the NE 
ISO asking FERC to direct the ISO to recalculate the energy clearing price on 
May 8, 2000).

We will let you know what happens at the meeting on the remaining agenda 
items.

Sarah





	Sarah Novosel
	07/06/2001 04:51 PM
		 
		 To: Northeast Group, RTO Group
		 cc: 
		 Subject: FERC Agenda

FERC has two meetings in July (July 11 and 25) and then is on recess for the 
month of August.  The next FERC meeting after July will not be held until 
September 12.  Consequently, FERC tries to get out as many orders as it can 
in July so the backlog is not as great in September.  

Consistent with that goal, FERC has included a lot of cases on its July 11 
agenda.   While some of these cases may be stricken from the agenda for July 
11(and either deferred to the July 25 meeting or until September), we are 
still expecting a lot of action from FERC in July.  The following cases are 
on FERC's July 11 agenda:

RTO Proceedings

Alliance RTO

SPP and Entergy RTOs

PJM and PJM West RTOs

New York RTO

New England RTO

RTO West

Southern RTO

Two new RTO dockets entitled ""Regional Transmission Organizations""

Other Proceedings

Mirant vs. ISO New England (June 20, 2001 complaint by Mirant regarding ISO's 
proposal to revise procedures for mitigation of generators run out of 
economic merit order during transmission constraints).

NYSEG v. NYISO (regarding ISO's hybrid fixed block pricing rule)

NERC (these are old docket numbers that go back to orders issued in 1999 
regarding TLR -- Southern and VEPCO sought rehearing of the TLR procedures in 
June, 1999, arguing that they could result in shedding load.  FERC may be 
responding to those rehearing requests).

HQ v. NYISO (regarding HQ's request for FERC to order ISO to reinstate the 
May 8, 2000 market clearing price)

Maine PUC vs. New England ISO (regarding the PUC's complaint against the NE 
ISO asking FERC to direct the ISO to recalculate the energy clearing price on 
May 8, 2000).

California Proceedings

San Diego Gas & Electric v. Sellers (Docket No. EL00-95-038 -- several 
parties have already sought rehearing of the June 19 order -- this could be a 
non-substantive tolling order (putting on hold these requests for rehearing), 
or it could be something more substantive.

Removing Obstacles to Increased Electric Generation and Natural Gas Supply in 
the Western United States

Please let me know if you have any questions concerning these proceedings.

Sarah
"
347,"All-
I have merged everyone's seperate language into one document - this may be
easier to work from today, especially for those of you on the phone.

Talk to you all at 3:00.

Thanks,
Delaney



 - MERGED LEG LANGUAGE.doc"
348,"YES


From: Jeff Dasovich on 07/06/2001 04:01 PM
Sent by: Jeff Dasovich
"
349,"


California Power-Buying Data Disclosed in Misdirected E-Mail
By Daniel Taub 
Sacramento, California, July 6 (Bloomberg) -- California Governor Gray 
Davis's office released data on the state's purchases in the spot electricity 
market -- information Davis has been trying to keep secret -- through a 
misdirected e-mail. 
The e-mail, containing data on California's power purchases yesterday, was 
intended for members of the governor's staff, said Davis spokesman Steve 
Maviglio. It was accidentally sent to some reporters on the office's press 
list, he said. 
Davis is fighting disclosure of state power purchases, saying it would 
compromise negotiations for future contracts. This week, Davis appealed a 
state judge's order to release spot-market invoices, purchase orders and 
confirmation sheets for power contracts signed through June 27. The state is 
buying electricity on behalf of utilities, which are burdened by debt. 
``It's an internal document,'' Maviglio said of the e-mail. ``We have a 
meeting every morning where we discuss issues of the day.'' The e-mail 
contained minutes of today's meeting, he said. 
According to the e-mail, the state bought 283,000 megawatt- hours of 
electricity for $37.4 million yesterday. One megawatt- hour is enough 
electricity to light 750 typical California homes for an hour. Prices ranged 
from $25 to $149.99 a megawatt-hour. Maviglio said the information in the 
e-mail is accurate. 
Power for next-day delivery during peak-use hours averaged $79.67 a 
megawatt-hour on the California-Oregon border yesterday, according to 
Bloomberg Energy Service. California paid an average of $132 on the spot 
market, according to the e-mail. Prices on the spot market tend to be higher 
than on the day-ahead market. 
The governor has proposed releasing data on spot-market purchases once a 
quarter, arguing that the state uses power-buying strategies tailored to each 
season. Lawyers for the media and Republican legislators say state law 
requires disclosure of contracts within seven days after they are signed. 

"
350, - Bang-Zoom.pdf
351,"????????????  PG&E has?filed the attached, =01&Motion to Establish Final Ma=
rket =20
Valuation of Non-Nuclear Generating Assets Pursuant to Public Utilities Cod=
e =20
Section 367.=018? The motion requests  that the Commission consolidate in t=
he=20
docket used for the recent rate  stabilization decision the existing record=
=20
of PG&E=01,s remaining major  non-nuclear generating asset market valuation=
=20
proceedings and immediately adopt  a final market valuation for all of PG&E=
=01,s=20
remaining non-nuclear generating  assets.? The market valuation dockets tha=
t=20
would be consolidated in this  proceeding include A.99-09-053 (hydroelectri=
c=20
assets); A.00-05-031 (Kern); and  A.00-05-034 (Humboldt Bay). =20

??? ???  ??? The utility requests that this be done?prior to  establishing=
=20
the revenue requirements and rates for PG&E=01,s retained  generating asset=
s=20
pursuant to the June 15 Chief ALJ=01,s Ruling.? That ruling set a hearing=
=20
schedule for  determining the revenue requirements of the three utilities=
=20
related to retained  generation,?QFs, bilateral contracts, and ancillary=20
services.?  PG&E asks that the?Commission rule on its Motion as soon as=20
possible  and no later than July 19, so that PG&E and interested parties ha=
ve=20
the  benefit of the ruling prior to the beginning of hearings on July 23,=
=20
2001.

PG&E argues that since the Commission has  not completed market valuations=
=20
for PG&E=01,s generating assets,?it  therefore may not legally determine th=
e=20
value of those assets for ratemaking  purposes until such time as those=20
market valuations are complete.? In fact, there has been no action =20
whatsoever in?PG&E=01,s hydroelectric market valuation proceeding since  Ja=
nuary=20
22,?when the Chief ALJ issued a ruling canceling a prehearing  conference a=
nd=20
public participation hearings, and extending the comment period  on the dra=
ft=20
environmental impact report.

The utility stresses that Section 367(b) of  the PU Code?requires the=20
Commission to market value the utilities=01,  generation assets =01&not lat=
er than=20
December 31, 2001,=018 and that it has to be,  =01&based on appraisal, sale=
 or=20
other divestiture.=018? They also note that AB 6 from the  Legislature=01,s=
 First=20
Extraordinary Session modified Section 377 to?prohibit  PG&E from selling a=
ny=20
of its existing generating assets until at least  January 1, 2006, and=20
requires that those assets be dedicated for the benefit of  California=20
ratepayers.? Since AB 6X  precludes the Commission from valuing PG&E=01,s=
=20
generating assets by sale or  divestiture, appraisal is the only lawful=20
method.

PG&E concludes that effective January 1,  2002, its non-nuclear retained=20
generation must be reflected in utility rates on  the same basis as the=20
market value determined for purposes of AB 1890 stranded  cost computations=
.?=20
Therefore,  the?market valuations adopted by the Commission will have to be=
=20
included in  the consideration of URG ratemaking in this proceeding.? The=
=20
motion says that the?valuations  are also essential prerequisites to the=20
determination of any amounts that might  be made available under the curren=
t=20
rate structure for payment to the DWR as  provided for in AB1X.? PG&E =20
concludes that market valuation of its retained generating assets is an =20
essential prerequisite to establishing their revenue requirement, which is =
=20
hardly illogical.

Dan


Law Offices of Daniel W. Douglass
5959  Topanga Canyon Blvd.? Suite 244
Woodland Hills, CA  91367
Tel:?? (818) 596-2201
Fax:? (818) 346-6502
"
352,"Dear Evening MBA Students,
This message is to remind you that Health Insurance Waivers are due
next week. The forms can be downloaded from

http://www.uhs.berkeley.edu/Students/insurance/advisory.htm

or we can fax one to you if needed. Please mail(not fax, we need a
signature)them along with a copy of the front and back of your card.
Also please keep a copy for your own records. Also please remember to
fill in all of the sections of the form. Please mail the completed forms
to:

Evening MBA Office
460 Student Services #1906
Berkeley Ca 94720.

Call 510-642-1406 if you have any questions.
Hope Your summer is going well.

Josh Bortman
Evening MBA Program"
353,"To:   SVMG CEO's and Principle Officers, Energy Committee members and
Liaison Representatives:

Looks like we dodged this bullet.

Great Job!  Keep up the great work.

Have a GREAT 4TH!

Based on information we have just received we are on the verge of a Stage
III alert with a shortfall of several hundred megawatts.  Please apply
aggressive load curtailment strategies to see if we can avoid outages
scheduled for Block 1.  www.caiso.com.

You may find further information on conservation tips and incentive program=
s
at http://www.svmg.org/epowerpages/home.htm.

Thanks for doing your part.

Justin Bradley
Director of Energy Programs
SVMG


Turn off PCs, monitors, printers, and copiers when not in use or not needed=
.
If you cannot turn off the entire computer, turn off the monitor and the
printer.
Disable the screensaver on your monitor, and enable the power management
tool on your PC.
Turn off lights in unoccupied rooms, and ""half-dim"" lights in occupied
rooms.
Send documents via email instead of fax.
Remove excess lights. Many older office and warehouse buildings have more
lighting then needed. In many areas, half the light may be sufficient to
light the area. When removing excess fluorescent tubes, remember to
disconnect the ballasts that serve them.
In the winter, keep draperies and shades on south-facing windows open to
allow sunlight to enter your home; and close them at night to reduce the
chill from cold windows.
For cell phone users, charge your phone using a car adapter that hooks into
the cigarette lighter, instead of using the charger that plugs into a wall
outlet.
Retrofit incandescent light bulbs with energy efficient compact fluorescent
(CFL) light bulbs. Seventy percent of what comes off the 100-watt bulb is
heat, not light.
If possible, avoid using major household appliances (washer, dryer and oven=
)
during the peak periods of energy demand.
Install a clock thermostat. You can program it to keep the temperature
automatically set to 68 degrees or less when the house is occupied and,
health permitting, 55 degrees or off at night.
Turn down the water heater temperature to the ""warm"" setting or about 120
degrees, and try to avoid wasting hot water.
Use cold-water wash cycle for more loads of laundry.
An electric toothbrush does not need to be plugged in all the time, and wil=
l
remain charged for days after being unplugged.
Connect your PC, monitor, fax machine and computer ""peripherals"" to one
power strip, and then turn off that power strip when not in use and every
night.
Install separate switches for smaller areas. Often in large buildings,
dozens of lights are controlled by a single switch, and not all of them nee=
d
to be on. These lights can be rewired into smaller groups of lights on
independent switches. This way only those that are needed can be turned on.
Make sure warm-air registers, baseboard heaters, and radiators are not
blocked by furniture, carpeting, or drapes.
Switch off the ""drying"" cycle on your dishwasher.
Line dry your clothes instead of using a clothes dryer.
Reduce heating costs by closing a door to an unoccupied room or area that i=
s
isolated from the rest of the office or house.
Dust off light bulbs. Dirty, greasy, smoky light bulbs can reduce light
output by as much as 10 percent. You=01,ll avoid the tendency of switching =
to a
stronger bulb, which will use more energy.
Maintain the right temperature in your refrigerator and freezer.
Refrigerators can use up to 20% of the total electricity in your home. The
refrigerator should be set between 38=15F (3=15C) and 42=15F (6=15C). The f=
reezer
should be set between 0=15F (-31=15C) and 5=15F (-26=15C).
Clean the condenser coils at least twice a year. Dust and pet hair can buil=
d
up and cause the refrigerator motor to work harder. The coils are located o=
n
the bottom or the backside of most models.
Take a shower instead of a bath. The average bath uses twice as much hot
water as a five-minute shower.
Fax and copy only when really necessary. Sometimes we take advantage of
these common luxuries, but there was a day when we didn=01,t have them. If =
you
must make copies, make all you need in one batch, then turn the machine off
if you know it won=01,t be needed again soon.
Open freight doors only when needed. When trucks are actively being loaded
or unloaded, leave the doors open. As soon as the job is done, close the
doors to conserve energy.
Take the stairs; instead of the elevator. You=01,ll save energy and get a
little exercise to boot.
Turn your heater(s) down when you're using your fireplace, and don't forget
to close the damper when you're not using the fireplace.
Replace incandescent bulbs with fluorescent lamps, and save on approximatel=
y
30-38 percent of your lighting costs
Always wash full loads in the dishwasher and air-dry dishes on the ""energy
saver"" setting.
Shorten the pumping cycle on your outdoor pool and shift it to off-peak
demand times.
Enter and exit quickly. Every time an exterior door opens, a large amount o=
f
heat escapes, and cold air replaces it. Open outside doors as little as
possible, and when you do, do so quickly. You also can use this as an excus=
e
to send door-to-door solicitors on their way.
Switch off instant water heater in kitchen sink.
Circulate heated air. Since warm air rises, it tends to be trapped in the
highest areas of your home. A ceiling or portable fan running at a very low
speed can help distribute warm air more evenly and reduce the desire to tur=
n
the heat up.
Use task lighting. If you=01,re working diligently at a desk or workbench,
other light in the room could be turned off or dimmed.
Defrost food in the refrigerator. Instead of defrosting food on the counter
where it may spoil, or in the microwave where it will use extra energy,
place it in the refrigerator 24 hours before you need it. This will help
keep the temperature down in the refrigerator while it thaws.
Use microwaves for most cooking. A microwave does small and medium cooking
jobs more efficiently than an oven or range top. Follow a recipe for
suggested cooking time and don=01,t cook foods longer than needed.
"
354,"Hello fellow HAAS classmates and friends,

It's time for Happy Hour of the Month again!!  This time it's going to take
place in Mountain View.  For all you South Bay people, it's only less than
15 min drive from the heart of Silicon Valley.  There isn't any excuse for
you not to show up and hang with your classmates.  For the SF crowd, it's a
quick 45 minute trip down Hwy 280, or better yet, ride the CalTrain down to
Castro station.  All of our activities for the night are within 2 blks from
CalTrain station.  For the East Bay group, be patient, the next one is in
your neighborhood.

Here is the lineup for July 6th:

5:30pm - 8:00pm Pockets Billiards/Bar 251 Castro St.
8:00pm - 10:00pm Dinner Break (See below for restaurant
recommendations)
10:00pm - ?? Molly McGee's  241 Castro St.

Dinner options:
Since downtown MV used to be my neighborhood, I have tried out most of the
restaurants in the area.  All these restaurants are highly recommended and
within 1 blk vicinity from Pockets.  If you want something else, talk to me!
There are more choices.
Italian:   Don Giovanni http://www.dongiovanni.com/
Chinese: Hunan Gourmet  http://www.waiter.com/hunan/
Japanese: Tomi Sushi  650-968-3227

Since a number of faces are new, check with Pockets' front desk and ask for
the ""HAAS Group"".  Otherwise, call me on my cell phone at 650-996-2947 if
can't find us.

See you all on Friday!
Tony Tai and Cindy Best
"
355,"Here are some thoughts.
"
356,"Hi Guys,
I just wanted you to know that I am currently working on posting the Mid
term solutions on the web. They should be available by tonight. I apologize
the delay, and thanks for your patience.
Madhur Duggar"
357,"Signups stood up? 
Jeff Felton 

Jul. 1, 2001 
Public Utilities Fortnightly 
Page 18 
Copyright (c) 2001 ProQuest Information and Learning. All rights reserved. 
Copyright Public Utilities Reports, Incorporated Summer 2001 

Online ease and access are an empty promise in a flawed market. CLAMOR OVER 
THE recent market exit of Utility.com, billed as the world's first Internet 
utility, was a wake-up call for the energy industry. That failure, along with 
the energy debacle in California, raises questions about the viability of the 
Internet as a vehicle for retail energy sales, enrollments, and fulfillment 
in particular, and of electric and natural gas deregulation in general. 

In the United States, though nearly 40 million customers (90 percent of them 
residential) are eligible to choose their electric and/or gas supplier, more 
than 85 percent have remained with their incumbent utility distribution 
companies (UDCs). Of those who have switched, just 5 percent were residential 
customers, and fewer than 15 percent used the Internet for any part of the 
transaction. Another 10 million customers are expected to have choice by Jan. 
1. Odds are, however, that switching will remain limited despite widespread 
access to the Internet and online signups that can make choice a simple 
matter of point and click. The question is, why? 

The problem goes beyond the Internet to the very foundations of energy 
deregulation. At the root, it's a question of customer value. Independent 
power producers, energy service providers (ESPs), and the utilities 
themselves sold energy restructuring on its promise of lower costs for 
consumers. However, the track record of other deregulated industries reveals 
that the reverse is often true-particularly for mass-- market customers. 

Making retail choice meaningful for customers depends on amending the ground 
rules of deregulation. Though many needed initiatives lie in the hands of 
regulators, it may be that the players that can be most influential in 
spurring action are the utilities and ESPs whose brands and fortunes are at 
stake during this transition. 

WHY CUSTOMERS AREN'T BITING 

As I see it, five fundamental problems are hindering the successful 
transition to competitive retail energy markets. 

1. Risky Business. During regulation, when energy prices were cost-- based 
and fixed, UDCs generated supply to meet demand, up to capacity. Now many of 
the UDCs willingly have sold their generating assets and agreed to share the 
risk of price fluctuations. The result is an out-of-control wholesale market 
in which generators maximize profits by manipulating supply to drive up 
prices. UDCs and ESPs forced to buy on the wholesale spot market get killed 
when their retail price is fixed by contract. The result is that few ESPs are 
willing to risk taking title to wholesale energy for re-sale. Furthermore, 
the California Independent System Operator has evidence that the state's 
energy ""crisis"" actually arose not from increased demand, but from reduced 
supply. The reason, says the ISO, is that generating facilities have cut 
capacity from last year's levels for no apparent reason. 

Amidst such speculation, mass-- market customers are reluctant to switch from 
the ""safe haven"" of their incumbent utilities. 

2. Where's the Choice? Industries such as airlines and telecom demonstrate 
that deregulation leads to price discrimination, with different customers 
being offered different prices. As a result, ESPs compete hotly for large 
customers with large loads that allow them to be creative strategically, and 
still be profitable. On the other hand, residential and small commercial 
customers present such thin margins (especially with mandated ""price-to-beat"" 
offers and rate reductions from the utility) that ESPs cannot serve them 
profitably without automated enrollment and customer self-service processes. 
Few ESPs have focused on automating these processes, however. During the 
regulated era, utilities subsidized the cost of serving these small customers 
with the revenues earned from large accounts. Now it seems no one wants them. 

For example, Enron completely abandoned the California residential market 
just three months after it opened. In Pennsylvania, ESPs are ""dumping"" 
residential customers back to their incumbent utilities. ESPs in Ohio were 
forced to delay service to enrolled customers when their market support 
generation agreements with the incumbent utilities were not in place as 
expected. All of this heightens fears among customers that their chosen ESP 
will not be able to serve them or will vacate the market. Because they 
haven't been educated to the contrary, they fear they would be left without 
service or with some cost for switching to a new ESP or back to their 
utility. 

3. Online Liquidity Lacking. The much-touted retail auction exchanges are 
also struggling. One reason is that when customers compare bids in today's 
pricey market to last year's contract prices, they don't perceive any 
savings. Second, many commercial and industrial customers perceive no real 
price competition among retail suppliers for their contracts on an energy 
auction exchange. They believe they will get more competitive bids by 
preparing requests for proposal and soliciting bids directly from suppliers. 

4. Patchwork Regulation. Because regulation varies by state and transactions 
vary by utility, it is expensive and complex for ESPs to expand into 
different markets. For example, an ESP willing to offer a franchise deal to a 
national chain, say, McDonald's restaurants, may find it virtually impossible 
to navigate the regulations and transactional requirements for working with 
the many utilities in all the states where the chain operates. 

5. But Is That Rate Better? A customer who visits a popular retail energy 
website such as Essential.com or Energy.com may be presented with a standard 
offer price from one ESP. Is that a good price? How does it compare to what 
he pays now? Most massmarket energy customers don't know. Add the fact that 
65 percent of all Internet shoppers do not complete their purchase 
transactions, and the problem is clear. Price discovery must be enhanced, and 
the shopping and enrollment processes need to be simplified to attract novice 
energy buyers. 

A TO-DO LIST FOR BUILDING REAL CHOICE 

The challenges I describe are formidable; no one solution will address them 
all. Here are some important actions necessary to help break the logjam. 
Utilities and ESPs in particular can play a critical role in encouraging 
regulators at the state and federal levels to make needed changes. 

Cap Wholesale Prices. Energy companies are at the mercy of federal regulators 
to dampen wholesale market volatility. They, and state regulators, should 
continue pressuring the Federal Energy Regulatory Commission to consider 
short-term regional price caps on wholesale electricity. To mitigate gaming 
of the markets, the FERC also should require generators to publish their 
annual plans for scheduled downtime, and force them to explain unplanned 
downtime. 

Form A Mega-Exchange. To promote liquidity in retail energy exchanges, the 
operators of the various exchanges should consider pooling their resources to 
develop a universal exchange portal-or at least a virtual exchange-that most 
or all of the largest customers could use. That way customers and suppliers 
could go to one site and see all deals, even if the deals were posted 
regionally behind the scenes. Such an exchange would offer various 
procurement vehicles, including auction, bid/ask, and standard offer. 
Suppliers also would welcome a single site where they could see all qualified 
deals. 

Educate the Public. Consumer education in deregulating markets clearly needs 
to go further. Regulators in these states could follow a strategy that's been 
moderately successful in several states: collecting money from all 
participating utilities and ESPs to launch a campaign to increase the 
public's understanding of retail choice. Radio, TV, and print ads would 
explain the merits of deregulation, demystifying the enrollment process and 
calming the fears of apprehensive customers. Through this type of program, 
for example, Pennsylvania regulators saw mass-- market awareness of retail 
electric choice soar to 94 percent in just over a year. Utilities and ESPs 
can enhance these public awareness efforts by coordinating their own 
educational materials with the statewide campaign. 

Redouble Marketing. In line with the objectives to increase consumer 
awareness, energy service providers need to do a better job of branding their 
service, communicating their value proposition, facilitating price discovery, 
and targeting the actual buyer within commercial organizations. This is a job 
for the professionals. ESPs should hire and consult with Madison Avenue 
talent to develop branding and advertising campaigns. ESP websites should 
allow a prospective customer to enter basic information from their utility 
bill, and calculate both the commodity charge and the distribution charge, 
demonstrating the clear impact of switching on one month's bill. Accuracy is 
critical. Often, the ESPs have difficulty getting this calculation right 
themselves. 

Standardize Transactions. Utilities and ESPs, backed by a FERC directive, 
should take the lead in developing national standards for electronic 
transactions, including switching. That would ease apprehension among 
customers, make national contracting easier, and reduce the investment 
required by energy suppliers to enter new markets. 

Phase out ""Standard Offers."" State regulators should consider speeding the 
elimination of UDC ""price to beat"" and ""standard offers."" This price rigging 
creates a false economy with the customer, adds undue price pressure to 
commodity prices, and puts severe earnings pressure on utilities. The crisis 
situation in California has made such potential consequences crystal dear. 

Aggregate the Apathetic. Some municipalities have begun aggregating their 
residents to form residential aggregation pools that are attractive to ESPs 
and wholesale suppliers. If the municipality successfully addresses customer 
apprehension, and allows disinterested customers to opt out, these 
aggregations can be an effective way to force choice in a community... at 
least until the next general election. Energy companies and state regulators 
may be able to encourage aggregations by educating local officials on the 
benefits of such buying pools and providing materials for marketing to 
residents. 

Force Choice. State regulators can force all customers to choose an ESP, 
and/or bar the incumbent utility from acting as an ESP. In Texas, for 
example, utilities cannot prospect for new energy supply customers outside 
their territory until at least 40 percent of their franchise customers have 
chosen an alternative ESP For gas deregulation in Georgia, all customers were 
assigned an ESP in proportion to the market share each ESP garnered in a 
pilot period. Energy companies may influence legislators in deregulating 
states, as well as federal legislators, to pursue this approach. 

Consider Re-Regulation. The FERC should consider guidelines to encourage 
states with volatile supply networks to re-regulate, or defer deregulation, 
until the wholesale markets stabilize and the bugs have been ironed out of 
the deregulation process. 

Simplify Rates. State regulators should encourage utilities to simplify their 
rates for residential and small commercial customers. That would allow retail 
suppliers and customers to more easily understand the rates and potential 
savings of switching to an ESP. 

Deregulation will succeed only when all stakeholders put the success of the 
program before partisan interests. Without the undivided support of all 
parties, there can be little improvement on the pseudo-competitive mire we 
see today. It just doesn't work. 

Jeff Felton is a consultant based in Naples, Fla. He has 22 years of 
consuIting experience, the last 15 in the utilities/energy industry. Felton 
was a partner in the energy practice at BusinessEdge Solutions Inc. from 1999 
until May. Before that, he was senior vice president and Energy Practice 
director at DMR Consulting Group, and a partner in the National Utility 
Consulting Services (NUCS) Group at Price Waterhouse, now 
"
358,"Jeff:

Does the term renewable refer to only wind/biomass? or does it include the 
gas fired cogen's. The answer to this is extremely important? How soon can 
you answer this question? What part of the contracts require CPUC approval 
(the fixed price?) Is the fixed price the energy component only or does it 
include the capacity payment?

 "
359,"Firms want off grid 
Companies wish to deal directly with utilities and avoid helping state foot 
the bill. 
June 15, 2001 
By KATE BERRY
The Orange County Register 
California's business community is locked in a battle with energy regulators 
and lawmakers about how deregulation will ultimately pan out - and whether 
companies will be stuck paying most of the tab for the state's electricity 
crisis. 
Business groups want to continue down the road toward deregulation. They are 
lobbying politicians to pass legislation that would let companies buy 
electricity directly from power suppliers, bypassing the state's regulated 
utilities. 
""In our hearts, we still believe we can make this a competitive market and 
get some cost savings,'' said Bill Dombrowski, president of the California 
Retailers Association, which represents 9,000 stores in the state, including 
Home Depot, Target and Albertson's. 
But Gov. Gray Davis' foray into long-term contracts, agreeing to pay $43 
billion over 10 to 20 years for power, could squash that ambition. 
The state's Public Utilities Commission delayed a proposal June 7 to restrict 
companies from signing so-called ""direct access"" contracts with power 
providers. Regulators are expected to rule on the proposal next week. 
The debate over direct access is at the heart of a complicated attempt to 
solve California's costly power crisis. 
It will determine whether businesses, with residential customers, pay for the 
bulk of the state's future energy purchases. It also could determine whether 
Southern California Edison, the state's cash-strapped No. 2 utility, will 
avoid bankruptcy - and whether deregulation will survive in any form. 
""The governor got it exactly wrong,'' said Peter Navarro, an economics 
professor at the University of California, Irvine, who is running for the San 
Diego City Council. ""The long-term contract strategy is a de facto 
re-regulation of the market because it eliminates the ability of industrial 
customers to bargain for a lower price.'' 
Direct access was a key component of the 1996 deregulation law, designed to 
break the monopoly of California's utilities. Under this concept, all 
customers could directly access an energy provider other than their regulated 
utility - just as they pick a long-distance phone company. 
Currently, 11,000 businesses and government entities have direct access, as 
well as about 77,000 residential customers - but some energy service 
providers, such as Enron Corp., are dropping their residential customers. 
Direct access is at the center of the latest Edison bailout plan, sponsored 
by Assembly Speaker Pro Tem Fred Keeley, D-Boulder Creek. Under the plan, the 
3,600 largest businesses would agree to pay $3.1 billion of Edison's debts 
over 15 years. In exchange, businesses would be allowed to secure their own 
power contracts by 2003. 
But energy regulators may not let companies off the hook at such a bargain 
price. 
David Gamson, an energy adviser to PUC Commissioner Geoffrey F. Brown, said 
regulators are concerned that if businesses flee the system, the state will 
be stuck with too much electricity under long-term electricity contracts 
through 2021. That would mean residential ratepayers would be stuck paying 
the bulk of the $43 billion in future power costs. 
Complicating the issue is Wall Street. The state's bankers, led by J.P. 
Morgan, are nervous about selling as much as $13.4 billion in planned state 
bonds if businesses - now the largest ratepayers in the state after 
governments - find a way out of the system. The bonds are meant to repay the 
state for $8.2 billion in power-buying costs so far this year and to cover 
some future costs. 
Business and residential electricity customers would repay the bonds through 
a surcharge on their utility bills. If businesses are allowed to sign on with 
outside energy providers, that revenue stream would be in jeopardy. 
""We have companies now that want to get below-cost power from the state, but 
when the market turns, they want to leave,'' said Lawrence Lingbloom, chief 
policy adviser on energy to Sen. Debra Bowen, D-Marina del Rey. ""Remaining 
customers would be left with those costs, and it would create a death spiral 
for the revenue stream.'' 
Consumer groups oppose direct access because it would allow businesses to 
avoid paying most of the costs of the energy crisis. 
""Direct access is a policy that should be dead because it's a key adjunct to 
deregulation,'' said Doug Heller of the Foundation for Taxpayer and Consumer 
Rights in Santa Monica. ""But right now, it's a policy that's driving all the 
deals.'' 
Even as regulators and consumer groups try to snuff out direct access, 
business groups are lobbying to save it - with the help of key legislators. 
Two bills, one sponsored by Bowen, who heads the Senate energy committee, and 
a second by Assemblyman Dave Kelley, R-Hemet, would rescind language in 
previous legislation that gave the Public Utilities Commission authority to 
block direct access. 
Both proposals would require businesses to pay the state an ""exit fee.'' 
Those fees haven't yet been determined, but they would include a surcharge or 
a complicated calculation in which businesses would pay a percentage of 
future energy purchases. 
Companies say they don't want to pay. 
""Direct access has allowed businesses to enter fixed- price contracts to get 
stable rates,'' said Shawn Covell, senior manager for governmental affairs at 
Qualcomm Inc. in San Diego. ""It's really unfair when you have businesses that 
have taken their time to protect themselves, to punish them.'' 
Qualcomm, which makes telecommunications equipment, saw its energy bills 
double to $6 million last year. The company signed a contract with an energy 
service provider, Strategic Energy in Carlsbad, and capped its rates. 
Otherwise, Covell said, its electricity costs would have doubled again this 
year. 
Sweetwater Union High School District in Chula Vista is a direct-access 
customer. The district, with 35,000 students, spends about $2 million a year 
on energy, said Jim Clark, its energy manager. His district won a ""watchdog 
award'' for efficiency from the San Diego County Taxpayers' Association 
because it locked in lower rates. 
When Gov. Gray Davis announced in January that the state would begin signing 
long-term contracts, Clark extended the district's contract through 2006 at 
11 cents per kilowatt-hour - enabling it to save $1 million a year, he said. 
""As soon as Davis made the announcement, we knew the market was going to 
move,'' he said. ""The market only changes when people buy. When the state of 
California steps to the plate, the price goes to the moon.'' 
Davis has maintained that the long-term contracts between the state and power 
suppliers helped bring down high spot market prices in recent weeks by 
removing demand from that market. 
But Clark and others who want to go the direct-access route fear the 
government will force businesses to pay for all the costs of the energy 
crisis, including rate increases of 38 percent to 49 percent, plus surcharges 
to pay off $13.4 billion in forthcoming state bonds. 
""Businesses will be required to pay for the mistakes that the governor and 
the Legislature have made,'' he said. ""Who else is going to pay for it? 
Ultimately, it will fall on the heads of all consumers.'' 
Register staff writer Hanh Kim Quach contributed to this report. 

"
