,mail_content
724,"Ron -

If you have any conclusions on this, please get to Jeff Dasovich.  He is 
calling Mike Peevey to try and get CDWR to take over the contracts fully 
(including our LCs).

Jim



"
725,"Here is the draft.  Comments please.  Due today at 5pm.

Jim
"
726,"You might want to support us on this....

>  "
727,"Jeff -  Cynthia Sandherr said you were once again the person to write to. We 
talked in  the fall of 1999 when I was thinking about bringing the energy 
seminar to San  Franciso in 2000.
?
17 in  our group this year, really interested in gas and elec matters, 
especially in  CA. 14 students including a BGen from Croatia, and 3  faculty.
?
At this  point, I am trying to juggle between an open Monday afternoon 9 
April, and a  very early possible morning appt on Thursday a.m., 12 April. We 
have asked CPUC  to host us the afternoon of 11 April, but they may back out 
given the  circumstances, but for the moment that time is spoken for.
?
We did  manage Alaska last year after all, so now I am trying to resume the 
regular  alternation between California and Houston. I am several shades 
whiter of head  as a result of bringing the Alaska trip to closure.
?
Draft  schedule attached for your consideration of where we are in the 
planning  process.
?
Best  regards,
?

Maureen Crandall
Professor of Economics
Industrial College of the Armed  Forces
National Defense  University
Fort McNair, DC 20319
tel (202) 685-4319??  fax(202) 685-4175
 - IS2001 dom trav California.doc"
728,"What, if any, of the information requested, that is publicly available, wou=
ld=20
we want to receive a copy of when the utilities issue their responses? =20
"
729,"======================================================
        VENTUREWIRE "
730,"Carol and I have finally gotten the new house in
sufficient order to host you to an evening of her
favorite chile and refreshments.  The evening of
Saturday, Feb 19th is offered as the best time for
us.

The location:  1941 O'Farrell St.  (between Scott
and Pierce Streets),

The time:  6 PM until about 10 PM.

We look forward to seeing you and yours at our new
digs.  Please let us know of your availability."
731,"FYI...looks bleak for riding with Lari in January. I get tired just
looking at her schedule!
Madeleine

--

Madeleine Todd Executive Recruiting
1329 Taylor Street, Suite 114
San Francisco, CA  94108-1047
phone: 415-441-7010
fax: 415-441-7173
"
732,"Sure Sue has filled you in, but just to be certain, my understanding is that 
Dan Douglas, attorney for WPTF, is going to meet with the AG (not sure when) 
in an attempt to narrow the scope of the subpoena.  Dan also plans to begin 
drafting responses to the subpeona.  Since we are a member of WPTF and 
therefore presumably covered by the subpoena, seems important that our 
attorney's coordinate with Dan.  Sue, if I've mangled anything, let me know.

Best,
Jeff"
733,"Does not include gas-fired cogens.  Agreement requires PUC approval.  I 
believe that it's an all-in price, but I'll check.

Best,
Jeff



"
734,"""Sacramento or Salem?""  Sort of has a nice ring to it."
735,"That is music to my ears.  Can't tell you how much you're help is valued.  
Really would like to discuss this further.  And a hearty congratulations on 
the promotion, Pat.  "
736,"many thanks, mary.  and michelle, i'm indebted, as always.  if you don't hear 
from me, that means all went well."
737,"Kim:  

Been having horrible computer problems.  (Just got switched over to Windows 
2000"
738,Dylan:  Don't kill me.  Is this case due today or next Monday?
739,"Thanks.  Just wanted to make sure that I wasn't losing my mind......

See you tonite.

Best,
Jeff



"
740,"For what it's worth, here are my edits overlayed on Jim's, Harry's and 
whomever else provided comments.

Best,
Jeff




	James D Steffes
	03/12/2001 04:28 PM
		 
"
741,thanks.  did she hand out the second reader last thursday?
742,"David:
Thanks so much.  I'd almost given up hope.  I will be distributing the 
proposal immediately and attempting to garner support industry-wide, across 
the nation.  Can't make any promises of support, but will be working hard to 
try to bring people together.  I'll be in touch soon.  Don't hesitate to 
contact me to discuss it further.  415.782.7822.

Best,
Jeff"
743,"FYI.
"
744,"Apologies.  

tues.  in office; maybe in Sacramento in afternoon
wed. maybe in Sacramento
thurs. s.f.
fri. s.f."
745,fax is 415.782.7854.
746,"we got back ok.  (i didn't know tulsa had such a neat airport.)



"
747,"Hi.  I'm traveling today, but wanted to let you know that those are the 
balance of my comments.

Best,
Jeff"
748,You might be right.  Apologies if that's what happened.
749,"HEADLINE: ?Calif. Governor To Address State

BYLINE: JENNIFER COLEMAN


DATELINE: SACRAMENTO, Calif.

BODY:

???While Gov. Gray Davis prepared to speak to the state Thursday night about
California's energy crisis, economic forecasters predicted the power crunch
would lead to higher taxes and scrapped public projects.

??Davis said Wednesday he hadn't written his five-minute address, but that he
planned to discuss ''the progress that we've made and what we have to get
through.''

??Among other things, he was expected to talk about the more than 40 percent
rate increases approved last week by the Public Utilities Commission for
customers of the state's two largest utilities, Pacific Gas and Electric Co. 
and
Southern California Edison Co. He has asked California television stations to
carry his remarks live.

??California has been hit with rolling blackouts and tight power supplies
blamed in part on soaring wholesale electricity costs.

??On Wednesday, the state got more bad economic news: The UCLA Anderson
Business Forecast said Californians would face higher taxes and a tighter 
state
budget because of the billions of state dollars being spent on emergency 
power.
The blackouts and the state's scrutiny of private power suppliers also 
threaten
to scare away new businesses, the report said.

??Facing continued refusal from federal energy regulators to cap high energy
prices, Davis said Wednesday he would be willing to support a windfall-profits
tax on electric generators that have made a fortune selling power to 
California
this year.

??A bill to that effect was introduced Wednesday in the state Assembly. It
would tax gross receipts that ''significantly exceed'' the cost of producing
power and tax profits of power marketers who have bought power and later sold 
it
at much higher rates.

??''We continue to allow some electricity generators and middlemen to reap
enormous profits on their sales of electricity into the state. This 
profiteering
must stop,'' Democratic Assemblywoman Ellen Corbett said.

??Duke Energy spokesman Tom Williams said he doubted a tax on a selected
industry would be legal. He added that such a tax would discourage generators
from building new power plants in California.

??''The governor has made very clear that he is trying to do whatever he can 
to
increase the amount of generation in California and reduce the price.
Windfall-profits taxes do neither of these,'' Williams said.

??Davis said he generally opposes treating profitable companies in that 
manner,
''but these profits are outrageous and are at our expense. The only things
companies understand is leverage.''

??For the first time, Davis also said the state should let companies buy their
power from generators instead of going through the utilities.

??The Utility Reform Network and the head of the PUC oppose the idea. They
argue residential customers and small businesses unable to contract with
generators would get stuck with the bill for the billions of dollars the state
has and will spend buying electricity for the customers of the cash-strapped
utilities.


HEADLINE: 'Chaos' in state electricity planning

BYLINE: By Rick Jurgens

BODY:

??LOS ANGELES _ Two hundred of the finest economic minds in California 
gathered
Wednesday at UCLA's Anderson School of Management to discuss the state's 
energy
crisis but, as state Public Utilities Commission President Loretta Lynch 
spoke,
the power to her microphone cut out intermittently and unexpectedly.

??""I don't have any control over this,"" the beleaguered technician operating
the sound system called out after repeated outages.

??""I feel your pain,"" Lynch replied with a smile.

??No one in the audience doubted that. After two rounds of rolling blackouts
that state officials were powerless to prevent, Lynch last week led the
commission to hike retail power rates 42 percent, sparking protests from
consumer groups.

??But at UCLA Lynch had power and natural gas producers in her sights. She
promised to lead ""a war against the sellers who are taking so much value out 
of
the California economy and not adding a whit of value.""

??Lynch said she favored reinstatement of wholesale price caps that were ended
by the Federal Energy Rate Commission in December but wasn't counting on that.

??Even without those caps, she said she was optimistic that the state had
enough tools to restrain price hikes by wholesalers and avoid another rate 
hike.

??Those tools include conservation, purchases of long-term power contracts by
the Department of Water Resources, utility cost cutting and making sure the
small power producers known as qualifying facilities are online, she said.

??Lynch dismissed the state's 1996 deregulation plan as a ""failed experiment""
and said she did not accept a questioner's premise that ""true deregulation is
our goal."" The problem was that ""the state stepped back too much"" from
management of the power system and that there had been ""too much ideology and
theory and not enough practical solutions,"" she added.

??A panel of experts offered some grim predictions. ""We are expecting severe
difficulties for this summer and next summer,"" said Barry Sedlik, a Southern
California Edison manager.

??Mark Bernstein, an analyst with the Rand Corp. in Santa Monica, said the
electricity problems are spreading. ""This may go on for a while and it's not
just California,"" he said. ""In the near term we've got chaos,"" he added.

??But he offered one macabre ray of hope. He said that federal policymakers 
may feel more urgency to step in if, as now appears possible, rolling 
blackouts occur in 2002 in Florida where, he didn't need to add, President 
Bush's brother is governor.

??Problems with the transmission system there, as well as generation shortage,
could hurt Florida but the state has enough time to avoid a crisis, he said in
an interview.
"
750,"Wow. That's fascinating. Sounds neat.  I would be very concerned, though, 
given the current environment about having us listed as a sponsor.  In short, 
I would recommend against sponsoring, at least at this point.

Best,
Jeff



	Susan J Mara
	04/12/2001 11:06 AM
		 
"
751,"Crudely put (my apologies), I think it goes something like, ""don't sacrifice 
the $200+ billion US electricity market for a $150 MM claim.""  (Akin to the 
""domino theory"" applied to the electricity market.)  That make any sense?

Best,
Jeff



"
752,"Yeah, gave the disc to Prentice.  Also (and don't ask me how this happened, 
cuz I couldn't tell ya), Cameron put the battery to her camera (I think?) in 
my shirt pocket.  I gave that to Prentice last night, too.  So she's got both 
of them.  Thanks a million (or at least $736) for the check.

Best,
Jeff"
753,"Thanks to all.  Ended up working out pretty well.  We may have been the only 
folks thus far that finished within 20 minutes (or 45 minutes, it seems, for 
that matter).

Best,
Jeff"
754,"Here's the gov's analysis of the MOU.  Have a good weekend.

Best,
Jeff
"
755,"This mean we'll be toning down our criticism of the utility's behavior in the 
California market in our filings at FERC regarding the price spike 
investigation?



"
756,"Hey!  I'm in Houston.  You'll have my backgrounder tomorrow.  (The way things 
are going today, I'll be working on it till the wee hours tonite.)

Best,
Jeff"
757,"Will do.



	Steven J Kean
	05/11/2001 08:35 AM
		 
"
758,"FYI.



"
759,"On the call on Friday, Linda asked if we could distribute materials 
developed/used recently in California regarding the crisis and solutions to 
try to resolve it.  Attached are:

A ""backgrounder"" provided to the business leaders that Ken Lay met with last 
week
A power point presentation that is a ""higher level"" discussion of the more 
detailed ""backgrounder.""

If I missed anyone, please forward along.  If anyone has any questions, give 
me a call at 415.782.7822.

Best,
Jeff

"
760,"Darlin', the last thing I want is to be rid of you. Get in touch when you 
can.  And next time you're in town, I'm buying.

Best,
Jeff




Kathleen E Magruder
08/29/2000 09:37 PM
"
761,"FYI.  Just got a call from Jan Smutney-Jones.  Apparently, word is on the 
street that Peace intends to begin targeting Enron as an example of the 
""misconduct"" that Peace alleges has occured in California's markets.  Smutney 
thinks Peace may be keying off the comments of the ""unnamed"" trader in the 
Dow article claiming that Enron's been buying power and holding on to it.  
Apparently Peace's other angle is/will be:  ""The same people who colluded in 
the design of this market are now colluding to profit unfairly from it.""  No 
idea of when and how Peace might launch any attacks.  Two immediate thoughts:

Apart from the bad reporting in the Dow article, that article shows that 
Enron got beat by, among others, two federal (Canada and the US), one state 
(SRP) and one municipal (LADWP) government.
David Freeman, who now heads up LADWP, was appointed ""Czar"" by the State of 
California and charged with the task of implementing Steve Peace's brain 
child (AB 1890).  Freeman set up the ISO and PX market structures.  He also 
set up the Governing Boards."
762,I have the distinct impression that you're glad this has been finalized....
763,"if you want to talk, page me at 888.916.7184.  i'll call you back.  i'm in 
houston.  kisses,jeff"
764,"Greetings Dr. Gobbo:

If my memory serves, you should have arrived back in Italy, or will return 
soon.  Since we met, I have spoken with Severin Borenstein, who is intimately 
involved with California's electricity restructuring (melodrama?) and a 
renowned energy economist  at UC Berkeley.  Severin has offered to serve as a 
contact for you as you continue to take on the formidable task of 
restructuring your country's electric industry.  I've included his contact 
information below.  And, of course, if there is ever anything I can do for 
you, do not hesitate to contact me.  

All the best,
Jeff

Severin Borenstein

E.T. Grether Professor of Business
  Administration and Public Policy   Director
Haas School of Business              U.C. Energy Institute
University of California             2539 Channing Way
Berkeley, CA 94720-1900              Berkeley, CA 94720-5180
(p) 510-642-3689                     (p) 510-642-5145
(f) 707-885-2508                     http://www.ucei.berkeley.edu/ucei

"
765,"Keep in mind that there will be 3 Davis appointees come the first of the 
year.  Right now the Wilson, Republican commissioners, still hold a 3-2 
majority on the Commission.



	Mona L Petrochko
	11/13/2000 11:40 AM
		 
"
766,call in number?
767,"We better get tickets now?

"
768,"Will get back to you.

 "
769,"FYI.  In case you hadn't seen it.  Interestingly, no mention of the transfer of the gas assets.
Best,
Jeff
PG&E restructuring bid draws state ire 
By Dale Kasler and Carrie Peyton
Bee Staff Writers 
(Published Sept. 21, 2001)

In a controversial attempt to dig its way out of bankruptcy, Pacific Gas and Electric Co. proposed a radical restructuring Thursday that would pay off its debts but end state regulation of the utility's valuable hydroelectric and nuclear plants. 
To make the plan work, PG&E asked a U.S. bankruptcy judge to override state laws and regulations governing power-plant ownership -- a request that triggered immediate opposition from California officials. 
PG&E said the plan, a complicated blend of asset transfers, debt refinancing and corporate spinoffs, would restore the utility's financial health and creditworthiness without requiring additional rate hikes or a state ""bailout."" Divorcing the utility from its parent company, the plan would pay off the entire $13.2 billion of debt PG&E accumulated during California's poorly executed era of deregulation. 
The plan, filed in U.S. Bankruptcy Court in San Francisco, had the support of a key block of creditors, including independent energy generators, whose approval is necessary to any reorganization plan. 
But it ran into immediate opposition from Gov. Gray Davis and other state officials, setting up a potentially fierce battle. Despite PG&E's claims to the contrary, they warned the plan could trigger more hikes because PG&E could charge nearly double the amount it currently charges for electricity from the hydro and nuclear plants. The proposal would have the state Public Utilities Commission relinquish control over those plants to the Federal Energy Regulatory Commission. 
FERC ""has proven over the last 18 months to be ... no friend of the ratepayer,"" Davis told reporters Thursday. ""The PUC, while far from perfect, has been a stronger advocate for ratepayers than the Federal Energy Regulatory Commission. ... I'm very wary of PG&E's proposal to transfer all of its generating capacity from a regulated environment to a non-regulated environment."" 
The PUC vowed to fight the plan in court. ""I don't think the judge is going to do it,"" said PUC President Loretta Lynch. 
Consumer advocates noted that PG&E has been pushing for years to end state regulation of its hydro plants. ""It's complete piracy,"" said Nettie Hoge, head of The Utility Reform Network of San Francisco. ""It's the most audacious thing I've ever seen."" 
Filed six months after the utility sought bankruptcy protection, the plan calls for PG&E to be spun off from PG&E Corp., but the utility would transfer its hydro and nuclear plants and some other assets to the parent. 
That would violate a state law, passed as a response to the energy crisis, prohibiting utilities from selling any of their generating plants before 2006. The law was intended to keep electricity in California hands at a time when out-of-state generators were charging ultra-high prices to PG&E and Southern California Edison. 
PG&E acknowledged the conflict with state law but said it will ask the bankruptcy court -- a federal entity -- to override the state law. Legal experts said it's not clear whether a bankruptcy judge would ignore state law, and in prior rulings U.S. Bankruptcy Judge Dennis Montali has sided with state officials. 
""Any federal court would be very reluctant to go in and override state laws,"" said influential state Sen. Debra Bowen, D-Marina del Rey, chair of the Senate Energy Committee. 
Robert D. Glynn Jr., PG&E's chairman, called the transfer a good deal for customers. He said the electricity from those plants would be sold back to the utility at about $50 a megawatt hour -- ""the lower end"" of current rates -- under a 12-year contract. 
But that's almost double the existing rates for those plants, critics said. 
And Gary Cohen, the PUC's general counsel, said the company would be free to charge market rates when the contract runs out, putting utility customers at the mercy of an independent, unregulated generator. 
""This is more of what got us into this mess to begin with,"" Cohen said. 
Despite the friction between PG&E and the state, the plan requires assurance from the PUC that the utility will be allowed to collect its wholesale power costs in the future from ratepayers, regardless of how high they go. Such assurance will make the utility creditworthy again and able to borrow money to fund the reorganization, PG&E said. 
The plan also requires approval from federal officials and a ""yes"" vote from a majority of PG&E's creditors, along with Montali. 
Glynn said the plan could be completed by December 2002, enabling the utility to resume buying electricity. The state has been buying power for PG&E since January, when it became insolvent. 
While the PUC raised rates an average of 40 percent this year, the reorganization plan doesn't require another rate hike, Glynn insisted. ""From the customers' view, this transaction will be seamless,"" he said. The same should be true for most employees, he said. 
The PG&E chairman, whose company has feuded with Davis for months, also boasted that PG&E isn't ""asking the state for a bailout or a rescue"" -- a jab at Davis' as-yet-unsuccessful effort to sell the Legislature on a multibillion-dollar rescue for Edison. 
It's unclear what impact PG&E's proposal would have on Edison's attempt to avoid bankruptcy. Edison's creditors, already angered that the Legislature adjourned without passing the Davis-backed plan, might conclude that Edison is better off in bankruptcy and could push the Southern California utility into court, analysts said. 
The PG&E proposal involves a complicated series of property transfers and bond offerings that would leave the current PG&E Corp. split into two separate, publicly-traded companies. 
The utility company, Pacific Gas and Electric, would become strictly a retailer and would sell other assets -- including its hydro and nuclear plants, transmission wires and gas pipelines -- to PG&E Corp. for $4.06 billion in cash and IOUs. PG&E Corp. shareholders would receive stock in the slimmed-down utility, although the details of the stock transaction haven't been worked out. 
The bankruptcy proposal represents the fourth time in three years that PG&E has tried to remove its hydro plants from state control. The PUC and Legislature have resisted because of potential impacts on costs and the environment. 
Despite the criticism, PG&E said removing those assets from regulators' oversight is essential to making the plan work. Why? Because PUC rules limit how much money the utility can borrow against those assets, said utility spokesman Ron Low. If the assets became property of PG&E Corp., the corporation could borrow a lot more money and use the proceeds to pay its debts. Glynn said he's had ""in-depth discussions"" with investment bankers about issuing new bonds. 
Also, by removing the generating plants from PUC oversight, the plan can produce more cash for debt repayment, said credit analyst David Bodek of Standard & Poor's Corp. in New York. 
If state officials fight the plan, ""the question arises, 'How do you discharge these (debts)?' "" Bodek said. ""Here's a plan that does that."" 
The plan would pay creditors $9.1 billion in cash and $4.1 billion in bonds. Creditors with debts of more than $100,000 would get 60 percent in cash and 40 percent in bonds, which will be paid in 10 or more years, said Paul Aronzon, attorney for a committee of unsecured creditors. 
""There's some credibility here, and it works,"" Aronzon said of the plan. 
Gary Ackerman, a spokesman for independent generators, said his group would probably accept the plan, even if it means they have to wait years to get some of their money. 
Shareholders also endorsed the plan. PG&E Corp.'s stock jumped $1.22, to $15.72, on a day when the markets took another bad fall"
770,"Thanks.  Talk to you soon.

 "
771,"We need to start figuring out as soon as possible:
What we want to accomplish at the hearing.
What our posture/message will be.
What to expect from the judge/commissioner and if and how we want to respond.
What to expect from others and if and how we want to be prepared to respond.
How to coordinate with other parties prior to the prehearing conference.
How to ensure we're well coordinated with our other efforts (e.g., PG&E bankruptcy and Edison negotiations)

Sue and I can take the call from this end, and presumably Mike and Jeanne you can team up in a room on your end, so we can conference everyone in using our phones.  Please let me know if this works for everyone.  Thanks a bunch.

Best,
Jeff


"
772,"eeegads.  you heard about the story circulating that skilling attended a ""high society"" pajama party last weekend in houston. eeks."
773,"Sorry.  Was covering a meeting up the street.  Got your message.  I'm back.  You know there are rumors flying around about you in London?

Best,
Jeff"
774,"Thanks, Geoff.  May make sense to loop back with the woman at the PUC who contacted Jim originally about this account. Jim's been in contact with her before about some confusion with a UC account.  Jim was out yesterday and today, but I think that he'll be in tomorrow.  He may want to make the contact.  Jim, thoughts?

Best,
Jeff

 "
775,"You're a good man.  Thanks.  You may regret having offered, though, since there's an extremely good chance that I'm likely to take you up on it.

"
776,"Hey.  I'm still trying to get through school and now I've come down with a =
cold, so I need to take a pass on tomorrow's lesson.  Any chance of coming =
on Friday.  I don't know what shape I'll be in, but if there's an opening, =
maybe I can make it.
=20
Best,
Jeff

"
777,"couldn't agree more.  was just kidding.

"
778,"Thank you.

 "
779,"Yes.  And she handed out last time's mid-term.  It was take home at that time, though.  It's open book; we have the whole time, but she said it should take about 90 minutes (which means that it will take me the whole time).  You want me to fax it to you?  Check the website first. It may be posted there.

"
780,"
FYI.  Not for dissemination outside this distribution.  Documents delivered to Hertzberg to follow.

Best,
Jeff
"
781,"That's what I needed.  Thanks! : )




"
782,"On Wall Street, people are talking about Enron.  At Enron, we're talking=20
about people...our people.  You are the driving force behind every success=
=20
that our company has experienced, including our high-performing stock price=
,=20
which surpassed the $50 mark only a few days ago. You made it happen!

To show our appreciation for your hard work and commitment to Enron=01,s=20
continued success, eligible regular full-time and regular part-time employe=
es=20
who were on the payroll of a wholly-owned Enron company at Dec. 31, 1999 wi=
ll=20
receive 50 Enron stock options.  A special stock option award certificate a=
nd=20
a copy of the stock plan will be sent to you in the next few weeks.

About the stock options grant:
The grant was effective Jan. 18, 2000, therefore, the option grant price is=
=20
$55.50.
Options will have a seven-year term, which means you must exercise these=20
options before seven years have passed.
Options will vest 25 percent on Feb. 28, 2000 and 25 percent each subsequen=
t=20
January 18th thereafter until fully vested, as long as you are an employee =
of=20
Enron.  This means you may exercise 25 percent of these options as early as=
=20
Feb. 28.
This grant is made in accordance with the terms and provisions of the Enron=
=20
Corp. Stock Plans and the award documents, which you will receive in the=20
coming weeks.=20

Due to varying international restrictions and legalities, Enron employees i=
n=20
certain international locations will receive some other form of recognition=
. =20
Your local management and human resources representative will communicate=
=20
further details.

Visit home.enron.com for additional information.  There you can access a li=
st=20
of frequently asked questions regarding stock options.  And you can view a=
=20
special message from Ken Lay.  To access the special message, you must have=
=20
IP-TV and a sound card. If you are not able to view Ken=01,s message, a=20
transcript is available.  If you encounter any technical difficulties, plea=
se=20
contact your PC Help Desk.

To help celebrate this occasion Plaza Java located in the Enron Building wi=
ll=20
offer 50-cent Coffee of the Day and 50-cent Krispy Kreme donuts today only,=
=20
while quantities last.

Again, thank you for all you do to make Enron a successful global energy an=
d=20
broadband services company and a great place to work.=20

"
783,"Please let me know what you would like to bring and for what day (12th,13th 
or 14th).  Thanks.

Nicole
"
784,"Did you know that the mangers had a catered lunch to discuss the low moral of 
our group -- I find this pretty interesting!

Susan"
785,"FYI Brad

"
786,"Routing is complete and I am taking your wire to A.P. now.  You should have a 
copy in your chair.

Thanks.

Dana"
787,"yes,

"
788,http://www.dell.com/us/en/gen/services/service_service_contracts.htm
789," You are cordially invited to join Georganne for an informal get-acquainted 
breakfast on Wednesday morning, August 30th, 2000 from 8:00-9:00 a.m. in 
EB24C2. 


Renee
x3-4866


   "
790,"
As many of you know, I have a provision in my employment contract which provides for a payment of $20 million per year for the remaining term of my contract in the event of a change of control of Enron.  The merger with Dynegy, or a similar transaction with any other company, would trigger this provision on closing.  Assuming the merger with Dynegy is closed within 6-9 months, as we expect, this provision would entitle me to total payments of slightly more than $60 million.

Many CEOs have change of control provisions in their employment contracts and mine has been in place since 1989.  But given the current circumstances facing the company and our employees, I have been giving a lot of thought these last few days to what to do about this payment.  Initially, I thought I would use part of the funds for a foundation for our employees and take the remainder in stock and cash.  However, after talking to a number of employees this afternoon, I have decided that the best course of action would be for me to waive my right to any of this payment.  Therefore, at closing, I will receive no payments under this provision.

I know this action does not remedy the uncertainty that you and your families face.  But please know that I will continue to do everything in my power to serve the best interests of Enron's employees and shareholders.  I am still very proud of what we have built at Enron, and I want to continue working with all of you to correct the problems and restore Enron to its rightful place in the energy industry.

Thank you.
"
791,"You're welcome - and you're fast.  You must sit in front of a computer all day!  :)

"
792,"The response to eHRonline has been extremely positive, with over 1500 people 
using the system on the first day alone!  Though many of you have experienced 
success, some of you are logging on and encountering some ""bumps"" -- mainly 
questions relating to your system ID or issues related to your web browser 
settings.  Those with questions or issues have been calling the COE and some 
are having to wait due to the increased call volume.  

To increase our accessibility during this phase of implementation, we are . . 
.

increasing our call center staffing to decrease your wait time.
working with the Business Unit IT departments to resolve individual browser 
setting issues.

To help us help you, please . . .

Take a screen shot of any error message you receive and send it to the COE at 
"
793,"_________________________________________________________________ 

WEEKEND SYSTEMS AVAILABILITY

FOR

1/4/2002 5:00:00 PM through 1/7/2002 12:00:00 AM 
_________________________________________________________________ 
SCHEDULED SYSTEM OUTAGES: 

ARDMORE DATA CENTER - FACILITY OPERATIONS:

Impact: Corp 
Time: Sat 1/5/2002 2:00:00 PM CT thru Sat 1/5/2002 3:00:00 PM CT
Sat 1/5/2002 12:00:00 PM PT thru Sat 1/5/2002 1:00:00 PM PT
Sat 1/5/2002 8:00:00 PM London thru Sat 1/5/2002 9:00:00 PM London
Outage: SysAdmiral Fault Tolerance Split for Netco/Estate 
Environments Impacted: The outage the sysAdmiral Application will be brief and should not directly affect any applications. 
Purpose: We are Splitting the sysAdmiral Fault Tolerance Databases and Master Services on NAHOU-BPMS01P and NAHOU-BPMSFT01P. NAHOU-BPMS01P Database/Master will be used for Estate Scheduling needs and NAHOU-BPMSFT01P will be used for Netco Scheduling Needs. After the environments are split their will be no more replication between the two servers or Fault Tolerance. 
Backout: ReEnable Fault Tolernace. 
Contact(s): Brennan, Ryan 713-853-4545
Lindsay, Brian 713-853-6225
Impact: Corp 
Time: Sat 1/5/2002 9:00:00 AM CT thru Sat 1/5/2002 9:30:00 AM CT
Sat 1/5/2002 7:00:00 AM PT thru Sat 1/5/2002 7:30:00 AM PT
Sat 1/5/2002 3:00:00 PM London thru Sat 1/5/2002 3:30:00 PM London
Outage: Hardware swap for DFS NAHOU 
Environments Impacted: All 
Purpose: Existing DFS cluster NAHOU hardware has been marked for Netco Deployment. Therefore it is necessary to de-commission NAHOU and bring up another instance of NAHOU dfs for estate. 
Backout: Revert DFS cluster back to NAHOU. 
Contact(s): Cheng, John 7138531672
McNair, Darren 7138537955


AZURIX: No Scheduled Outages.

EB34 DATA CENTER - FACILITY OPERATIONS: No Scheduled Outages.

EDI:  No Scheduled Outages

EES: No Scheduled Outages
   
ENRON CENTER SOUTH DATA CENTER - FACILITY OPERATIONS: No Scheduled Outages

ENRON NORTH AMERICAN LANS:  No Scheduled Outages

FIELD SERVICES:  No Scheduled Outages.

INTERNET: No Scheduled Outages.

MESSAGING: No Scheduled Outages.

MARKET DATA: No Scheduled Outages.

NT: No Scheduled Outages.

OS/2:  No Scheduled Outages.

OTHER SYSTEMS: No Scheduled Outages.

SITARA:  No Scheduled Outages.

SUN/OSS SYSTEM: No Scheduled Outages.

TELEPHONY: No Scheduled Outages

TERMINAL SERVER:  No Scheduled Outages.

UNIFY:  No Scheduled Outages.

"
794,"
I have a very important video announcement about the future of our company.  Please go to <http://home.enron.com/message/> to access the video.  Thank you."
795,"Baby,

You're so sweet for emailing me and saying such sweet things!  Do you know
that you brightened up my day?

I only have about 30 hours of school left.  I did okay on my test.  I should
have studied a little more, but I just didn't feel like it.  I'm feeling
comfortable about my project due tomorrow.  I find out tomorrow if I have to
take my optional final because I get my grade pre-final.  I don't know if I
should take the final if I have a B in the class.  I guess I'll figure it
out!

I slept a lot last night - almost 7.5 hours.  So, I feel more up to the
challenge of the next 2 days.  I'm also not as cranky!

I'm gonna send out a lot of the announcements today.  Mom emailed me the
rest of the addresses today, so I'll either do the rest tonight or tomorrow.

I'm going to tell Mom that I'm going to Houston this weekend.  I decided
that I should tell her since I may sign a lease next week.

Anyway, I've gotta continue on my project!

Love you,
Jenn"
796,"

Start Date: 10/16/01; HourAhead hour: 15;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2001101615.txt

Error retrieving HourAhead price data - process continuing...
"
797,"

Start Date: 10/20/01; HourAhead hour: 2;  HourAhead schedule download failed. Manual intervention required.

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2001102002.txt
!!!General SQL error.
Couldn't update; currently locked by user 'admin' on machine 'ECTHOU-BPS4'.
Table
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress.
!!!A user transaction is already in progress."
798,"

Start Date: 10/22/01; HourAhead hour: 8;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2001102208.txt

Error retrieving HourAhead price data - process continuing..."
799,"

Start Date: 10/28/01; HourAhead hour: 20;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2001102820.txt

Error retrieving HourAhead price data - process continuing..."
800,"

Start Date: 10/7/01; HourAhead hour: 18;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2001100718.txt

Error retrieving HourAhead price data - process continuing..."
