,mail_content
655,"3 deals added. 
2 missed last week's report due to the Holiday.  1 from this week.

Year-to-date deals through 11/28/01.

 


Lex Carroll
Enron East Power Marketing, Inc.
Midwest Origination
713-853-5426"
656,"Louise,

	The following is the East Power hot list including deals of all probability.

Gary J.


 "
657,"Thanks.


Rahil Jafry
"
658,"I've spoken with Pushkar regarding the ECP interest rate hedges. There were two sets of hedges put in place. Notional value of $32.68mm executed 5/16/2000 and $350mm on 3/15/2001. I have asked Pushkar to research the cash flows he hedged to determine how those tranche sizes came about. 

The Fair Value of Enron's equity and sub debt (net of the $30mm Merlin piece) per the DASH of December 7, 2000 indicated a value at that time of $360mm. Additionally, the DASH assumed further gain in the base case of approximately $8mm suggesting there might have been $368mm of value to hedge. Because the generic five year Treasury yields also declined from 5.262% on Dec 7 (DASH date) to 4.508% by March 15 (closing/hedging date), the value of the El Paso fixed cash flow stream would have increased in value above $368mm (perhaps to the $380mm range - that's what I've asked Pushkar to check), it would seem to indicate that the original hedges were rolled into the subsequent hedges to represent the value of the entire transaction at final closing. In that case, the original Linden 6 hedges would not be open positions at all but rather a part of the hedging strategy that was required at closing per the executed DASH.

Pushkar has indicated he will look into his files to ascertain how the hedges were sized. Assuming the above accurately portrays what occurred, it would appear the transaction steps at execution followed the DASH requirements. I will followup as early as possible next week.

Joe"
659,"

"
660,"Tod

Just to be clear I am expecting Mike to let San Antonio know today that we are out at that price.  We are therefore assuming the AEP deal will for with our PPA still in place.

Louise

 "
661,"Louise,

Attached is the email I spoke about.

I have had several informal comments from various Originators regarding running into EES at utilities and municipalities. This morning, BPUB informed me that EES is talking to them about sales to their customers under BPUB's label.

Dave
 "
662,"Following please find the Daily EnronOnline Executive Summary.

 



<Embedded Picture (Metafile)>"
663,"I've expanded the counterparty list to all those that typically do more than 50 trades per day.  Additionally, liquid power products have been added in.  One final note:  on the previous spreadsheet, the position under a particular column indicated the starting position for that day rather than the ending position for that day.  In this version, each number represents the end-of-day position for the given date.  Effectively, all the numbers slide over 1 column.

--jay

 "
664,"External user logins: 891

External counterparty logins: 4726"
665,"
OK - here's the sort of thing I am thinking of (still needs Kal's magic).

I suspect you were thinking of a pop-up notice. Given that we aren't really showing anything on EnronOnline at the moment, I suggest we take down EnronOnline entirely and replace it with a splash page which says something like the following:


					COMING SOON

Enron is working with potential industry partners to assemble a new venture which will combine Enron's trading and market - making expertise with the financial strength and reliability of an A rated entity.

Upon formation of this new company, we anticipate that we will be able to announce the launch of a new trading platform for North American gas and power, providing services similar to those previously available on EnronOnline.

Please check back with this site for future updates on plans for the new trading platform.




What do you think?"
666,"Hi Louise,

With the copy of the procedures that I gave you I think we have covered who can suspend George. However I am still trying to figure out who is responsible for determining when to shut it down. I was wondering if you know whether Greg Whalley is still going to be responsible for managing the product or has it been turned over to the crude group.

Also were you serious when you said you wanted the suspend trading button back. Thanks.


Savita
"
667,"I hope this isn't too late.  If you need to reach me, I'm in the London office today and tomorrow.

I think the correct approach is to revise the functionality and add a line or two to the description of how limit orders work, an answer in the FAQ section, a line for the 'Failed Transaction' screen and a script for the help desk.  I'm thinking of something to the effect of:

Once a limit order has been placed by a counterparty, that counterparty will not be able to complete a transaction with Enron in that product on the other side of the market at the price specified in the limit order.  For example, if a counterparty enters a limit order to sell to Enron at price x, that counterparty may not buy from Enron at price x while the limit order is active.

Note that this needs to be done on a counterparty basis, not at the sub user level.  That needs to be clear from the language we use so I have avoided the chattier 'you' and used counterparty.

The 'Failed Transaction' screen could show the failure reason as:

'Your company has an active limit order in effect at the price at which you attempted to transact.  The limit order system does not allow you to transact with Enron on both sides of the market at the same price simultaneously.'

If you want to keep it short, the second sentence is optional as long as the necessary descriptive language appears somewhere on the web site.



Mark Taylor
Vice President and General Counsel
Enron Wholesale Services
(713)853-7459"
668,"

Enymex slowed by Access Internet launch

08/29/2001
Megawatt Daily
(c) Copyright 2001 Pasha Publications, Inc. All Rights Reserved.

  It looks to be another four to six months before NYMEX launches its
electronic trading platform enymex, designed to provide a neutral
trading platform for traditionally over-the-counter products. The delay
comes in part as NYMEX begins offering its after-hours Access electronic
trading system via the Internet next week.

  The introduction of Access to the Internet poses some new questions
for NYMEX, especially how it will integrate Access with enymex, NYMEX's
Nachamah Jacobovits explained. The two platforms will remain separate,
but the idea is to allow easy trading between the two, she noted.
  NYMEX had to delay an anticipated second-quarter launch for enymex
this year after canceling a contract with a software provider that was
developing the link between the order matching system and screen layout
for the new platform. The exchange has been working with the remaining
software vendors and staff to complete the platform.

  As it stands now, enymex would offer a variety of gas swap contracts
related to the Henry Hub and other pricing points, as well as crude oil,
heating oil and gasoline calendar swaps.

  Enymex promises to be a neutral, open trading platform without
counterparty credit risk, offering standardized basis products tied to
the exchange's most liquid benchmark products. Its development was first
announced in May 2000.                                             SGS



Folder Name: E Nymex
Relevance Score on Scale of 100: 99

______________________________________________________________________

"
669,"Hi Louise ,

Here are the numbers you were looking for.

Savita
 "
670,"Please find attached the above article from the European Electricity Report, September 5, 2001.

 

Kind Regards
Sarimah Black"
671,"I am running out to my daughter's school, but I think we are done.

Jay Webb is fine with the new set up with Savita reporting to me on a temporary basis and Brad working to get ready to take the job like Andy used to have it and the reporting going to Brad eventually.  I think he is actually relieved and really wants to focus on building a larger career in technology and Pickering is very supportive of giving Jay a larger ENW role in eCommerce. Jay is also committed to signing a new contract.

Savita is talking to Jay right now and if that goes OK, Savita is done as well.  I told Jay that I was doing this so there should not be any issues.  Jay told me he would absolutely support Savita as he did when Andy was in charge.  She is ready to support the deal until year end and help me hire and train the next wave of EOL folks as well as get Brad ready.

Richter is committed as well.  He feels the origination part is tactical and a short run project and wants to run the system like Andy used to.

Savita will get with me tomorrow first thing and I think seal it.  We all want to wait until next week when Pickering is here to make it public knowledge.

Have no idea if EGM knows any of this.

Your thoughts?

GP"
672,"FYI. Aquilla's plan is described below.  

I talked with Martin Chavez at Kiodex and he confirmed as well.

I think the bigger issue is that other enterprises are starting to try to build businesses around their systems and operations.  I think we have a good head start with CommodityLogic and Kiodex but we have to run even faster now.
 

GP

 "
673,"
I spoke to Mark and he outlined 2 potential fixes to the spread dilemma.  We can leave it the way it is (with some clarifying changes to the descriptions) or we can ask either the gas or the power desk to completely change their products.  Neither one is a very elegant solution.  Jay and I are scheduling meetings with each of the desks over the next few weeks, and I would like to take that opportunity to diligence the issue in person with the traders.  In short, we're working on it.

Brad

 "
674,"How about this for the banner on EOL
 
All posted prices are read only. If you are interested in discussing a possible transaction, contact the Enron trading desk.  Please be advised that Enron Corp. and other subsidiaries of Enron have made filings under Chapter 11 of  federal bankruptcy laws.
 
After further consideration, I think it is important to make clear (1) that we will not automatically agree to the trade if a counterparty calls and (2)  that Enron has filed for bankruptcy protection.

"
675,"Jay -- This won't be pulled into the banner tomorrow as the banner below relates to trading on EOL directly. -- David

 "
676,I'll work up the EOL 2002 budget figures for you ASAP.  I'd also like to continue our discussion about the credit idea.
677,"Has anyone given any thought to the potential Enron NYSE delisting date relative to the date when the NETCo deal might be announced?

I think there might be some ""spin"" implications.

Dave"
678,"
 


Lindsay

Lindsay Renaud
EnronOnline
(713) 345-3703



<Embedded Microsoft Excel Worksheet>"
679,"Assume ENW is doing for you what you need done during this difficult time.  
 
I know what Sally and her team have been doing for the effort for the last few weeks as well as systems and EOL.  I have been working with Jay Webb, Brad Richter, Sally, Bob Hall, Pickering, etc. constantly on many issues, including EA, and they tell me you are getting what you need.
 
I assume you will call directly if you are not getting anything you need or are concerned or need me personally for anything.
 
Thanks.

Greg Piper 
President & CEO 

Enron Net Works LLC

  _____  

 "
680,"Louise,

Please let me know as soon as you have some resolution on the termination or continuation of content. The Reuters deal is month to month and is costing us $83,000 per month.

I will be off tomorrow, but can be reached at home (281 992 2713). 

Thanks,

Dave"
681,"""Reasonable"" works for me - my interpretation is what Enron has done in the past (and many other companies do) including but not limited to the following:

- actual moving and related costs 
- sales commission on house
- a couple of moving trips
- temp housing for a month or two
- coverage on appraised value of house if can not sell quickly
- gross up to cover taxes, where appropriate

- Not looking to gain, just to remain whole



Chris Calger
503-464-3735

 "
682,"Big Pig:

Met with them today and gave an overview of Operations.  All went well.   The CFO asked about performance measurements regarding costs per transaction.  I described the Operations Pricing Model that I implemented several years ago.  They were also interested in our ability to handle increased transaction flow, and I mentioned that through the OPM we were able to track the increased operational efficiencies that we experienced with the increase in transaction flow.  The CFO asked to get some information regarding OPM.  I have a summary report that reflects the decrease in cost per transaction plotted against the increase in transaction counts.  This is not currently included in the data room.   Do you want to review this before I pass it along to Andy Zipper to provide to the CFO?  


UBS:

Eddie Pittarelli (Head of Operations for UBS) called today to reconfirm the numbers of operations personnel slated for Newco.  The spreadsheets that you had forwarded to me Louise (through Amy Fitzpatrick on December 19) totaled 172 for Operations, which included 32 for Gas Logistics.  Eddie said that he was going into a meeting tonight where UBS would again discuss their level of interest.  He wanted to know if the Operations staff was still primarily in tact, and I confirmed that is the case.  Told him that the leads on Gas Risk, Gas Logistics, Power Risk, Settlements and Documentation were all here in place.  He said that depending on the outcome of the meeting tonight that he plans to be in Houston within the next few days.  FYI. "
683,"Louise,

The consensus which emerged from the meeting this morning is that the Power guys would like to have a full blown Master Agreement on EnronOnline instead of a simpler GTC.

Obviously, I can put either onto EnronOnline, but wanted to let you know before we do so.

If you want us to stick with a simple GTC, please let me know.

Thanks,

Dave"
684," 

Tammie Schoppe
Enron Americas-Office of the Chair
Assistant to Louise Kitchen
713.853.4220 office 
713.646.8562 fax
713.253.2131 mobile
"
685,"Jennifer doesn't know it yet, but when I submitted final numbers to HR, I kept her suggested increases and did not apply her suggested decreases (which she did to balance the increases).
 
I expect we are going to lose some people. I hope the ones that go are not the best ones. Obviously, the more we are willing to spend in bonus, the fewer the people we will lose. 
 
When would you like to get together to discuss?
 
Dave
 
 

 "
686,"Although yesterday's meeting was excellent, we do need to get a lot more detailed on the Re-start plans.  I would like everyone to have completed their re-start plans by the end of next week for mid/back office.  I realize you have all done a tremendous amount of work so far and this is what we really need to get in documentation form particularly as we may have a partner/buyer who we have not had as many detailed meetings with.

As you can see from the email below we are asking the commercial groups to do the same thing.

Let me know if there are any issues - we are planning for a Jan 20 restart.

Thanks

Louise

 "
687,"Here is my first cut at taking the existing budget numbers to a desk-level.  Here are the key assumptions behind my cost allocations:
Direct costs for each group went to that group.
Gas Ops was allocated to Houston gas.
Power Ops was allocated to East and West Power based on commercial headcount.
Most other costs were allocated to Gas, East Power, West Power, Canada, OOC based on commercial headcount.
There are a hundred ways you could do this exercise, I'm not saying that this is the right way, but at least I was able to break the costs down.

I then calculated an EBIT by desk, funded a bonus pool, paid bonuses to all the non-commercial people, and figured out what a bonus pool would look like by desk based on the proforma values.  I am not necessarily saying that this is the way that we should do it, but I think that it is one way to view the world upon which we can make whatever changes/adjustments we deem necessary.  Here are my initial conclusions / reactions:
The proforma produces bonuses for commercial employees equal to roughly 6% of their gross margin.
This number is high relative to the 1-2% we are used to, but considerably lower than the 8% to 12% that appears to be available in the market.
Our costs are way too high.  For every dollar of direct commercial expenses there are four dollars of allocations.  That just seems way out of hand.
This model sells with lower costs.  With current costs, I have a hard time convincing people in Portland that this looks good relative to people's alternatives.

I think that we need to have a lot of discussions next week on how this new organization would be managed.  I don't see why we couldn't debate, if not nail down, a bunch of things next week.  For example:
How do we allocate VAR to the best performing traders and the market that offers the best opportunity at the time?
Do we need to incent desk heads based on netco earnings while compensate traders based on desk earnings?
How will we carve up the bonus pool?  What are our choices?  What gets the VAR to the right places and properly incents teamwork?
How do we best manage costs?  How do we send appropriate cost signals for sunk costs?  For variable costs?
We need a very strong, professional, operations manager who is steeped in cost accounting, efficiency, quality control, and leadership.  There is a science to operations management that I haven't seen applied at Enron.  For example, what does it cost us to schedule a MW - average and marginal?  What does it cost us to run a book?  What does it cost us to settle transactions?
What package are we going to be able to offer to incent people to stay?  When can we start talking about it?  Who should we discuss this with?
What does our management team look like?  Is it three people?  Five people? Ten people?

I want to make this thing work.  My clear first choice for 2002 is to be on this team.  I want to be as contructive and helpful as possible in achieving this end.  I can't commit unequivically (sp?) until we sort out all of the numbers, I feel like I can sell this to the Portland team, and I know what comp looks like for me and the key people in Portland.  I feel like some adjustments to the proforma and a clear understanding of 2002 comp will probably get us there.

When do you want me in Houston (for a visit - not to move)?

Tim

 "
688,"
As a follow up to our meeting last week with Colleen on the Ardmore facility, I had a conversation this morningwith Richard Sanders concerning the status of the settlement negotiations with Dynegy concerning Northern Natural Gas. I understand from Richard that part of the settlement will be an agreement that will allow Enron Corp to continue to lease the Ardmore facility as a data center. 

I just wanted to remind everyone that the lease also needs to allow Enron to provide space to NETCO for its hardware during a transition period until NETCO can relocate its hardware to a new data center. 	The lease also needs to make it clear that access to the Ardmore facility needs to be under Enron's control.

Similarily the software license that Enron will retain covering all the Enron developed software will also need to provide that Enron can use the covered software to provide services to third parties such as AEP, Bridgeline and Northern Natural Gas.	If anyone has any questions, please give me a call.							

Anne C. Koehler
Sr. Counsel
Enron Wholesale Services
1400 Smith Street, EB3839
Houston, Texas  77002
Phone:  713/853-3448    Fax:  713/646-3393
"
689,"Louise, 

Just as an FYI, Jenny and Jay have switched times.

k

 "
690,"Louise,

I would like to schedule time with you, when your schedule permits, to discuss my decision to not proceed with UBS.  I spoke at length with Hunter this morning to ensure the appropriate parties were aware of my decision.  I subsequently left a message with Rob Milnthorpe.

I appreciate your support over the last few months and wish you the best of luck.

Sincerely, 

Laura Luce"
691,"=20
"
692,"The distribution has been created - DL-NETCO.  However, is it possible for me to ask Tammie to enter all the names?  The HR generalists are meeting with all of the department heads to make sure that we communicate to their employees that they have been identified for NETCO so we are a bit short of resources this morning.

Thanks - 
Amy

 "
693,"We have asked EPSC to pay the following leases for the month of January based on feedback from ENA commercial leadership.  My understanding is that we may still reject these leases under the bankruptcy if we do so by Feb 2.  I will revisit the status of these leases with you before February rents are to be paid.  

Calgary
Portland
San Francisco
Chicago
Denver

I have also been contacted by Paula Corey,  who is working on the enterprise strategy for the retrieval and disposition of remote office contents in the event any of these offices are closed.  I will keep you posted on the recommendations.

Regards,
Tammy
"
694,"Louise,
Attached is an index showing the information that was redacted by legal.

Mari

 "
695,"
Please see the attached memo.

 


Regards, Rob"
696,"

"
697,"The attached has Louise's comments to Sections 3.2 and 3.3.

 "
698,"Following up on Elizabeth Sager's conversation with you Corry as to terminated wholesale power contracts and related matters, and based also on EPMI's obligation to preserve assets for the bankruptcy estate, EAST Wholesale Power's scheduling of energy receipts and deliveries in Cinergy, ComEd, PJM, Entergy and NEPOOL and any other eastern markets should be halted following the close of business today, excepting those scheduling activities in NEPOOL required in order to perform the contracts in effect between EPMI and UI, NSTAR, Central Maine, and Vermont, respectively.  

If explanation is requested by our upstream counterparties, please respond that we are unable to receive due to the actions of our downstream parties (e.g., they're not taking, so we are unable to take).  If explanation is requested by downstream counterparties, please respond that we are unable to supply due to the actions of our upstream parties (e.g., they're not delivering, so we're not able to deliver).  Please contact me or Elizabeth Sager if there are questions relating to this change in our scheduling activities.

Please continue to take notes/ preserve a record of your scheduling communications.  "
699,"We still getting to office at 2.30p?

Michelle tells me their law firm is drafting changes to agreement as we speak. Probably won't have anything tell late tonight.
"
700,"Please see attached spreadsheet.  Total Headcount at 874 and Total Bonus $s at 13,019,750 
Couple of things to note:
 Based on Zufferli sheet, I added 11 names to the Canada number but could not split btwn trading and orig
Probably need to verify Canda number with Milnthorpe.  I noticed Disturnal was not on the list.  Is that an error?
Did not see tax listed on Master cover sheet.  Tax would result in an add of 4 headcount and $220,000.
Portland had several changes adds in blue  

Please call with any questions.

 "
701,"We are mailing out the termination packages Monday and Tuesday.  The $4500 check (minus appropriate deductions) will be mailed out Monday.

However, the typical process for Towers Perrin to distribute cash balance amounts to former employees does take 60 to 90 days.  We cannot accelerate this process, given the court proceedings.

 "
702,"

 "
703,"In speaking with Constellation this morning (trying to assign some of our New England deals to them), they said they had heard that Enron was establishing a data room in Houston for the purpose of selling off its book of business (in fact they indicated they were sending a team down today).  To that end, they are highly interested in speaking with someone about the book from a macro level.  Please let me know who I should have them call.  Otherwise, the contact there is Sarah Wright at 410-468-3483.   I'm at 978-449-9936 if you'd like to discuss
 
Regards
John"
704,"Attached is the ENA Reserve Schedule through September 30, 2001.


Thanks

Trey Hardy
5-7172

 "
705,"We will NOT be deactivating counterparties at this point.  This issue may be revisited but for now leave things as they are.

 "
706,"				Date: 	30-Nov-2001

Thank you for using register.com, your first step on the web
The following domain name(s) have been successfully registered:

netcoonline.com
"
707,"Due to current business circumstances, on November 28, 2001, Enron's Board of Directors adopted an amendment to the Enron Corp. Savings Plan.  The amendment includes the following changes, which became effective on November 29:

?	Savings Plan contributions that are deducted from your November 30 paycheck will be matched by Enron in cash rather than Enron stock.  The cash match will be placed into the Fidelity Freedom 2000 fund, the default fund for the Plan.  

?	After November 30, Enron will no longer match your savings plan contributions.  As an exception, the company will continue the union matching contributions to the Plan.

?	The Savings Plan has always permitted employees to place their contributions in Enron stock or one or more alternative investment options.  Effective immediately, diversification within the Plan will ALSO be allowed, regardless of your age, from COMPANY contribution accounts.  This removes the restriction for all employees under the age of 50 to diversify the company contributions held in their account.  These accounts include all prior company contributions, QNEC, and company match accounts.  

To move funds:
On the Web, choose ""Savings Plan--Restricted Employer Acct Transfer/Reallocation"" from the drop down menu.
On Voice Response, choose ""request for fund transfer/reallocation of your restricted employer accounts.""
This will allow you to move money from the four formerly restricted accounts: Company Matching, Union Matching, Prior Matching, and QNEC.

To avoid phone delays, we recommend that you access your account through the web at http://resources.hewitt.com/enron or through benefits.enron.com."
708,"In light of recent events, effective IMMEDIATELY, all usage of the Corporate American Express card is restricted to transactions (approved by your management) for business travel at airline, hotel, car rental and restaurant establishments. Transactions attempted at other establishments will be denied at the point of sale.

Effective Friday, December 7th, ALL charge privileges on ALL Corporate American Express Corporate Cards will be suspended indefinitely. There will be NO charge activity allowed on any Card after close of business on Friday, December 7, 2001.

Enron and each cardholder maintain joint liability on all authorized business related charges on the Corporate American Express card. Each individual cardholder maintains sole liability for non-business related charges.

It is highly recommended that all outstanding and approved business expenses incurred on the American Express Corporate Card be submitted through XMS for reimbursement as soon as incurred.

We are continuously working on solutions to facilitate business travel processes. If you have an immediate need or solution, please let us know.

For assistance, please contact:

"
709,"The site is a knock-off of EnronOnline and looks very (VERY) similar...its owned by:
 
   Customer Service (ENRONOFFLINE-COM-DOM)
   Nexpoint Technologies, Inc.
   P.O. Box 583
   Nokesville, VA 20182
   USA
   866-639-7646
   520-833-5950
"
710,"Louise:

I just wanted to send you a quick note with the hope that you might have a chance to read your e-mail. It seemed more awkward to me to try and catch you in person giving the frenetic pace and fluidity of our situation.

Basically all I want to tell you is that I'm here to help in this process, and encourage you to let me know if there is anything else in particular I can help on. I have spoken and offered the same directly to Miller, Calger and Duran. I'm not telling folks this out of lack of current work flow. As I think you know, the development group is in the middle of several active transactions that we expect to close in the near term, and we remain keenly focused on making these deals happen (as evidenced by the $1.375 million Doyle insurance settlement finalized today). 

I'm approaching you and others specifically because I have 2 years of Chapter 11 bankruptcy experience. Prior to me joining Enron in May of 1998, I was with Kenetech Corporation (a 1,200 employee publicly traded IPP). In 1996 (after having worked as an Originator at Kenetech since 1990), Kenetech filed for Chapter 11. As part of the Chapter 11 process, I was one of 6 senior commercial employees retained by the Company to be responsible for liquidating the Company's assets. As such, I am very familiar with the Chapter 11 process, and how deals get done in this context. Enron is obviously of a far greater magnitude, but I believe the basic skills and experience are directly applicable.

Again, as we go through this process, I just wanted to make you aware of my experience in this area, and let you know that I stand ready, willing and eager to take on additional tasks.

With respect to our current deal flow, I also wanted to let you know we are working on the following which I will get to you by Friday (or earlier if need be):

1. Transaction list, status, and valuation;
2. Site bank summary and exit / monetization strategy;
3. Projected site bank maintenance budget.

I will, of course, also provide this information to Miller, Calger and Duran.

Best regards,

Ben"
711,"FYI

 "
712,"Lousie,

I would be grateful if you could review the transaction below, which will require your approval.   As outlined below the client 'Borealis'  wishes to change the terms of the contract given our current situation.  RAC is comfortable with the changes, as it will result in a significant saving in storage costs and allow the LPG trader to flatten his book. Further, whilst there maybe the potential of MTM movement between the $180 purchase price from Borealis and the subsequent sale (index related price) back to the counterpart, this will be netted out.  RAC has significant risk appetite for this counterpart, which is a sound credit, rated E5.  The only issue is whether Houston has sufficient resources or are willing to pay the storage costs early, which could range between $1,200,000-?1,400,000.  If this is feasible I will recommend that we negotiate a discount of $15 on storage costs (saving $600,000) as opposed to $10.  


Kind rgds,

Nish



 "
713,"Can you respond to greg on this.

"
714,"
Off to a weak start.  Only last Wednesday had a lower trade count by 8:30 am.

TRADE DATE	NA GAS	NA POWER	TOTAL TRADE CNT	
11/26/2001	781	372	1680	
11/25/2001	4	1	5	
11/24/2001	13	2	15	
11/23/2001	1	17	257	
11/22/2001	11	8	236	
11/21/2001	949	333	1576	
11/20/2001	992	290	1720	
11/19/2001	825	508	1968	
11/18/2001	6	4	10	
11/17/2001	10	6	16	
11/16/2001	880	583	2203	
11/15/2001	1006	523	2199	
11/14/2001	731	444	2364	
11/13/2001	868	527	1951	
11/12/2001	878	380	1913	
11/11/2001	7	2	9	
11/10/2001	5	8	13	
11/9/2001	615	444	1679	
11/8/2001	975	489	1931	
11/7/2001	877	727	2288	
11/6/2001	1064	849	2463	
11/5/2001	930	839	2308	
11/4/2001	4	3	7	
11/3/2001	2	16	18	
11/2/2001	1211	576	2253	
11/1/2001	984	769	2429	"
715,"We've updated the Merger Q&A document on our Enron Updates site ( <http://home.enron.com/updates/mergerQA.html>), as a result of the many questions you've had concerning the merger between Enron and Dynegy. Questions addressed include those about Enron stock options, benefits and immigration status. Please stay tuned for additional updates."
716,"fyi... we can expect a number of calls Friday about our trading levels.  We need to be honest about counterparties and volumes without being alarmist.  I'll be in the office at 8:30 a.m. so will check with both of you in the morning. thx. kd


"
717,"Hi Louise,

Gas is trading at the same pace as yesterday.  Power is almost as slow as yesterday, though.  That is particularly bad since yesterday we had the fire alarm in Portland.  Reliant is still going strong, despite yesterday's comments.

TRADE DATE	NA GAS	NA POWER	TOTAL TRADE CNT	
11/21/2001	804	291	1377	
11/20/2001	873	276	1576	
11/19/2001	653	447	1733	
11/18/2001	6	4	10	
11/17/2001	10	5	15	
11/16/2001	743	507	1960	
11/15/2001	809	439	1904	
11/14/2001	620	377	2164	
11/13/2001	704	475	1729	
11/12/2001	709	370	1718	
11/11/2001	7	2	9	
11/10/2001	5	7	12	
11/9/2001	517	396	1529	
11/8/2001	821	446	1725	
11/7/2001	673	635	1976	
11/6/2001	839	750	2133	
11/5/2001	767	730	2026	
11/4/2001	4	3	7	
11/3/2001	2	15	17	
11/2/2001	987	494	1941	

"
718,"FYI
"
719,"Our current plan on EA Operations would be to eliminate any planned headcount addtions and to reduce the current staff levels by 10%.  I will get with you on Tuesday morning to review the names, but I feel confident that few if any would be recognized by your commerical guys, as we only engage our best in interfacing with the traders.  Our current estimate on cost reductions for EA Operations is less than the $5.4MM estimated 2 weeks ago.  

Beth Perlman and team are continuing to work tonight and will have details available tomorrow.   We are in agreement, as Bob Hall has worked with Beth's team to eliminate 4 main projects on the production support systems (MKM Enhancements, Unify Production Tuning, Decaf Strategic Rewrite, and one other that escapes me at the moment).  Beth and her team are also working on the cost savings that will result from potentially halting or slowing down other commercially-driven IT projects.  The headcount impact and dollar savings from these project eliminations are what Beth's team is focused on tonight.  

--Sally 



 "
720,"Derek - Can you answer Bill's question?  Teresa

 "
721,"Louise,
Please look to row 188 for the 2002 projected charges for John Brindle. We did not receive any charges for 2001. Please let me know if you need additional info!

 "
722,"From our work weekend before last, our third scenario (staying in the business, but making improvements more slowly and reducing some service levels), our estimated savings for Operations and IT Development were:

	Annualized Savings (in millions)  & Headcount Reductions (Enron Employees)

Direct Costs			Bonus		Subtotal 			Net 		Cap		Total 
Ops		IT		Accural		Savings		Severance	Savings		Ex		Savings

5.4		12.8		1.5		19.7		3.8		15.9		11.8		27.7	Dollar Savings


65		71		-		136									FTE Reduction



This work was not done at the level of identifying individuals, but rather positions.  identify indiOur work today will be to further refine this estimate and to individuals' names.  We have already identified our lower performers across Operations and IT as well.  We had to get through our work this weekend in identifying higher performers supporting EIM and EGM who could potentially support EA and EES in an effort to provide an even stronger team for those two business units.  

The above estimates of cost savings did not include savings from Jenny Rub, which she can calculate for us based on detail of headcount reductions and any systems work that is discontinued (i.e. server savings).  The estimate also did not include any potential reductions in the EOL charges for EA that may result from cost reductions that Greg Piper is having with Brad Richter.  

Your desire to cut costs for EA but not reduce work force seem to be incompatible.  We will do our work and then see how we can reconcile this with you.  

--Sally 

"
723,"
Apparently, two things are happening.  One is that the perception is that the metals business won't survive the merger and people are closing positions.  Simultaneously, there is something going on in the copper market which is pushing volatility way up.  I'm told we got run over there.

--jay"
724,"

Carol St. Clair
EB 4539
713-853-3989 (phone)
713-646-8537 (fax)
281-382-1943 (cell phone)
8774545506 (pager)
281-890-8862 (home fax)
"
725,"I think we urgently (next 2 days) need to have a meeting to discuss where we allocate capital and risk. Counterparties are very nervous and many are not extending us credit so we are having to prepay extensively to do business, both in the US and UK. I have two suggestions:

-allocate to each business a fraction of our available liquidity
or
-appoint someone to make the call when a large chunk of cash is needed.

For example, EGM wants to send out $200- $300 million for sixty days to buy physical to cover an option with Koch. 

We do not have infinite liquidity and we need to address it fast. I will try to set up a meeting tomorrow.

Rick"
726,"Louise,

Given the group's prior experiences working through the ""pre-closing"" transition process, let me know if I/we can help you with any ""pre-closing"" processes surrounding EA.

Thanks,

Don 

 "
727,"I just confirmed the cash funds were transferred this afternoon to ENA in the amount of $9 MM.  The total cash account for enovate was approximately $21 MM, with PEC 50% and ENA 50%.  Due to PEC request, we kept $3 MM in the account to cover cash sweeps required in the next few weeks.  

Just an FYI...

Laura"
728,"
Hi Louise,

We've done 3627 trades today, about 650 fewer than yesterday at this time, and 2200 fewer than Wednesday.  Since 1:00, we have done 84 trades, compared to 253 and 552 in the same time period Thursday and Wednesday, respectively.

--jay"
729,"Please call if you have any changes.

Thanks,
Joannie
3-1769

 "
730,"This schedule does not include the following items estimated for tomorrow.  

	 <$20.0> MM Entergy Koch (London)
	 <$30.0> MM BNP
	 <$51.0> MM Swee'p (receivable sale)

 
		"
731,"Bill
Attached is a drfat letter responding to AH's 11/6 letter to you with respect to derivative transactions between AH and ENA.  Kim is tracking down the 10/12 confirm

 

Carol St. Clair
EB 4539
713-853-3989 (phone)
713-646-8537 (fax)
281-382-1943 (cell phone)
8774545506 (pager)
281-890-8862 (home fax)
"
732,"Guys , I have just been told that pursuant to the terms of our agreement with Entergy - Koch we are obliged to provide them with a letter of credit ( to replace an existing one which expires ) for ?20m today ( by midnight ) or we will be in default - giving them the right to close out . I understand that it is not possible to provide an LC so we will need to cash collateralise them . We will either need to give them $ today or ? tommorrow ( when we will technically be in default , but they seem to be fairly relaxed ) . Can you let me know how you would prefer to manage this ASAP . Louise / Ray , John or I will give you a call when you get in .
Thanks
Michael"
733,"
fyi
 "
734,"Louise -
 
Attached are the gas risk management, operational analysis,  Sitara and systems  rankings as requested.  Please let me know if there is anything else you need.
 
Thanks,
 
Jeff"
735,"There seems to be some confusion around who will own the intellectual property for the treasury workstation application.  It was Mary's and my understanding that the IP would remain with the estate and a license would be given to Netco to use the application.  Jay was under the impression that the IP was to be transferred to Netco.  Could someone please clarify.  

The estate (Mary Perkins) would like the IP to remain with the estate.  If this is a problem - please call Mary directly.

Thanks,
Beth"
736,"Please let me know if you would like this formatted another way.
 "
737,"At the request of Mary Cook below is the status of the Master Netting for which I am responsible:

Counterparty: ENGAGE
Status: Waiting for credit terms (global guarantees already in place)

Francisco Pinto-Leite
Enron Americas
1400 Smith Street, EB 3888 
Houston, TX 77002-7361

Tel: 713-345-7942
Fax:713-646-3490
"
