,mail_content
140,"Bob, James, Roger,

Im having a hard time getting a response from the teams in the Midland Region 
in completing the attached EOTT tank spreadsheet.  Ive heard from some of the 
teams but nothing from others.  Im under the gun as to finding  out where the 
MIdland Region is in term of permits and and environmental compliance and the 
only way I can begin to make the evaluation is to have the field data inputed 
onto the spreadsheet.  This is where the teams assistance is required.  I 
have attached the latest version of the spreadsheet in the hope that you will 
deliver it to the following teams for their valued input:

 Monahans Team
 Hamlin/Haskel Team
 Lamesa Team
 Big Lake Team
 Midland Team
 Eunice Team
  




Your assistance in this will be greatly appreciated."
141," Just to follow up, did you send a letter to Van Ryn at Koch re the 
hydrocarbon and mercury contaminations?  If so, could you please send me a 
copy?

 Also, have you been able to come up with any further info on what to do 
about the other soil contamination areas?  Do you still want to determine the 
full lateral and vertical extent of all?  FYI, I have made further inquiry as 
to whether we have any reporting or investigatory duties based upon the 
levels in the WZI report.  I believe the numbers you cited in you 5/21 email 
may be only part of the story: as you have appropriately noted, in California 
it is not only concentration levels that matter; rather, other variables such 
as depth to groundwater, proximity to population centers, etc. determine 
whether any reporting or remedial (including further investigatory) 
obligations arise.  Therefore, I'm checking further to see how these other 
variable impact our legal obligations here.  (Again, I think this is very 
important inour case because we want to be careful about potenially 
jeopardizing our indemnity rights against Koch by performing any Phase 
II-type activities where not legally required.

 I expect to have more info on this by the end of the week.  Perhaps we can 
chat then?  Thanks. --ETA

 "
142,"Larry, below is a letter that Ed had apparently drafted. Ed's comments
below kind of indicate that he wanted you to be the one signing your name
and sending it, but it looks as though he was waiting for Lou's opinion as
to if you should be the one signing it.
Thanks,
             Scott
"
143,"John, I just spoke with Dan Walker, Vice President  of Development for the 
Rocky Mountain Elk Foundation about Enron's initiative for a corporation 
partnership.  After we had discussed our interest and desire and what 
opportunities are available with the Foundation for Enron, Dan stated that 
will be visiting with the Foundation's CEO next week and one of the issues to 
be discussed will be development of  an MOU or Agreement between Enron and 
the RMEF.  Looks like things are beginning to progress.

Im having quite a bit of interest from some of the Houston based Enron 
employees about how they can get involved.  Any suggestions on how I can 
""advertise"" opportunities within the Corporation for employee involvement 
with the RMEF?"
144,"Soil sampling for waste characterization was completed on September 6th. Bill 
Olson with the NMOCD was on-site to observe the sampling activities. 
Twenty-two soil samples were collected from the two former pit areas. Lab 
results indicate that the impacted soil samples do not trigger RCRA hazardous 
waste criteria, more specifically:
? for all 22 samples, all TCLP VOC constituents were non-detect
? for all 22 samples, all TCLP SVOC constituents were non-detect
? for all 22 samples, all TCLP Metal constituents were non-detect with only 
two exceptions. Arsenic was detected in the TCLP extract for two samples; one 
at 1.41 mg/L and another at 2.18 mg/L, both below the RCRA regulatory limit 
of 5.0 mg/L.
? for all 22 samples, the samples were determined to be ""not-ignitable""
? for all 22 samples, reactive cyanide and reactive sulfide were non-detect 
with only one exception. Reactive sulfide was detected for one sample at 160 
mg/kg; this is below the guidance level of 500 mg/kg.
? the measured pH for all samples was in the range of 6.9 - 9.1; this is 
within the RCRA regulatory limits of 2.0 - 12.5.

Furthermore, the measured TPH for all samples was in the range of 131 - 9660 
mg/kg with an average TPH concentration of 2429 mg/kg.

Selected photos of the sampling effort are attached. There was a considerable 
amount of waste debris found in the pits, particulary at the east end of the 
larger pit area.

I will be finalizing the excavation plan for the former pit areas over the 
next week or so. I will prepare cost estimates for two alternative excavation 
plans; one for a dig and haul option and one for a combination of dig and 
haul for the most heavily affected soil and on-site blending for less 
affected soil. We should try to have a work plan to the NMOCD by the week of 
October 1st. 



George C. Robinson, PE
Contract Environmental Engineer
Cypress Engineering
ENRON Office: (713) 646-7327
"
145,"Gents -  I say we go with it and present what we think is appropriate in 
Frisco and see what else they want.  There is something we filed with the EPA 
back in 1994 (I have a complete copy) and there is not a great deal of 
information after that since we have been dry.  

Larry & Butch - since we have to pull the info what do you think????


"
146," Wanna see your favorite TV, Movie, or Pop star naked!! 

Over 300 Celebrities exposed! 

Cuntry-Girls 





If you wish to remove yourself from this service please go here and enter the 
e-mail address you wish to remove, or call our customer service line weekdays 
between the hours of 9:30AM and 4:30PM PST at (604)861-2188.  Our operators 
will be pleased to assist you. Outside these hours, please feel free to leave 
your email address with our automated service. All models at least eightteen 
years of age.  If you wish to have your email removed, you will require this 
removal code to ensure prompt response by our operators: 244-1-6382 "
147,"id lcampbel
psswd megan1"
148,Heard anything?
149,"Sportsbook.com has all Your NBA Action

With NBA underway, we are kicking off the season by including NBA action in 
our
ever popular 5% friday.  Not only will you only lay 5% instead
of 10% juice on the games, but you will also get true parlay odds.  2 team  
parlays
pay 2.8 to 1, 3 team parlays pay 6.4 to 1 and 4 team parlays pay  13.5 to 1.

Also for the NBA season, Sportsbook.com will be running juiceless half time 
wagering
on all TNT & TBS games.  Most weekday nights NBA action can be found on one of
those stations and you can lay $100 to win $100 on all half time wagers with
us.


Have You Tried Our FREE Contests Yet?
* Nicholas Romeo and Michael Foster each won $500 by picking the AL, NL and 
World
Series Winners in our Free Contest.
* This week we celebrate the Breeders Cup with our Free $4,000 Contest.  Pick
your way to Free Cash!
http://www.sportsbook.com/contest/breederscup.shtml

On Monday night we celebrated our 9 millionth sports wager.  Doug Nielsen was
the lucky member to place that wager and he took home $1,000 in cash.  Later
this month we will celebrate our 10 millionth wager and over three great years
of service to you.  In appreciation we are giving away $10,000 in cash to the
person that places that wager.

Have you seen our selection of NFL action yet?
* Proposition wagers on all the top Players
* Fantasy Matchups between NFL teams
* Odds of Player to Score First
* Margin of Victory Odds
* Free Chance at Double Money ever Monday
* MVP Odds, Top QB and RB
http://www.sportsbook.com

George W. Bush is the heavy favorite over Al Gore at sportsbook.com...What's
your opinion?

10% Cash Bonus on New accounts everyday at sportsbook.com. Bet limits as low
as $10 and deposit limits as low as $20. No sportsbook has a larger selection
of exciting wagers than http://www.sportsbook.com

"
150,"how about saturday?  what time is good for you?

"
151,"Houston voters are facing a very exciting election this year. You will help=
=20
decide who represents you in federal, state and county offices.  You will=
=20
also help decide the outcome of important referenda, including whether to=
=20
approve a new downtown arena.

Elections will be held Tuesday, November 7, 2000 from 7:00 a.m. to 7:00 p.m=
. =20
Precinct information is listed on your voter registration card.  If you don=
=01,t=20
have your card, you can turn to the Election Day edition of the Houston=20
Chronicle which will list Harris County precinct locations.  Precinct=20
information for other counties can be found by calling the numbers listed=
=20
below.

 Brazoria        979-864-1359
 Chambers     409-267-8309
 Ft. Bend        281-341-8670
 Galveston      409-766-2210=20
 Liberty  936-336-4670         =20
 Montgomery  936-536-7885
 Waller            979-826-7711
 For further information, call=20
   1-800-252-VOTE

Presidential, State and Federal legislative candidate information can be=20
found on-line through the following link:  http://congress.nw.dc.us/enron/
Additionally, Voters Guides for Harris County published by the League of=20
Women Voters are available at EB4706c.

Remember: =20
EVERY VOTE COUNTS!"
152,"Please be advised that the KeySpan Energy Delivery Companies' deadline
for December drops is Wednesday, November 15, 2000 at 1:30PM (NY time)
and the deadline for enrollments is Monday, November 20, 2000 at 1:30PM
(NY time).

The enrollment deadline applies to the INTERRUPTIBLE as well as the FIRM
accounts for Long Island.  This change is necessary to be able to
populate the Electronic Bulletin Board (EBB) with the correct data.

We strongly recommend that you process your transactions as well in
advance of these deadlines as possible. Key Span will not accept any
transaction beyond these dates and times. Transactions that are rejected
and resubmitted subsequent to the deadline dates and times will not be
accepted.

Your cooperation in compiling with this request is greatly appreciated

Thank You,


KeySpan Energy Delivery"
153,"Dear Mr. LARRY CAMPBELL:

Thank you for your order.

You sold 60 shares of PMCS (Pmc-sierra Inc Com) at 102.000000.

ORDER DETAILS:
The tracking number for this order is: B-300-AAYS-9643
Order entered at:                      09:02:29 on 11/09/00
Order processing began at:             09:02:30
Order executed at:                     09:02:32 on 11/09/00

ACCOUNT DETAILS:
Time and Date: 09:02:32 on 11/09/00
Your position in PMCS is 0 shares
Your real cash total is $-8,266.92

You will receive a printed Datek Online confirmation by postal mail, or by 
electronic delivery if you are subscribed to that service.

Questions regarding this transaction? Contact our Customer Support department 
"
154,"Dear Mr. LARRY CAMPBELL:

Thank you for your order.

You bought 200 shares of PMCS (Pmc-sierra Inc Com) at 114 15/64.

ORDER DETAILS:
The tracking number for this order is: B-170-AAWJ-6459
Order entered at:                      09:51:35 on 11/09/00
Order processing began at:             09:51:36
Order executed at:                     09:51:36 on 11/09/00

ACCOUNT DETAILS:
Time and Date: 09:51:36 on 11/09/00
Your position in PMCS is 0 shares
Your real cash total is $13,189.60

You will receive a printed Datek Online confirmation by postal mail, or by 
electronic delivery if you are subscribed to that service.

Questions regarding this transaction? Contact our Customer Support department 
"
155,"Employees who ride Metro bus routes 214 and 216 please note that Monday, 
November 13, 2000, the buses will return to their normal route on Lousiana 
instead of Milam for the afternoon.  "
156,"PRIVILEGED AND CONFIDENTIAL - FOR SETTLEMENT DISCUSSIONS ONLY


November 11, 2000

To All Parties in FERC Docket No. RP00-476

Subject:  Proposals for Southern's Order No. 637 Meeting

On August 15, 2000, Southern filed proposed changes to its services in
Docket No. RP00-476 in response to the requirements of FERC Order No 637.
As a result of customer comments on its filing, Southern posted a notice of
a meeting with parties that intervened in this proceeding to be held as
follows:

Date:  Thursday, November 16, 2000
Time:  10:00 a.m. - 4:30 p.m.  (Eastern Time)
Location:  Hartsfield Airport in Atlanta, Georgia, in the Executive
Conference Center, Airport Atrium, Suite 300 (see directions below)

We have a few spaces left at the meeting. To RSVP, please call Ms. Lane
Fletcher at 205-325-7109.

Our goal for this meeting is to gain a common understanding of all the
proposals and to reach consensus solutions on the issues that have been
raised. To facilitate discussion and resolution at the meeting, Southern
provides the following summary of customer comments it received and
additional changes Southern is willing to make in the context of a
settlement of all issues.  If you have any questions about these proposals,
please do not hesitate to contact me (205) 325-3509 or Patty Francis (205)
325-7696 prior to the meeting.



Janice H. Parker
Director, Customer Services
(205) 325-3509
"
157,"Dear Mr. LARRY CAMPBELL:

Thank you for your order.

You sold 100 shares of PMCS (Pmc-sierra Inc Com) at 109.000000.

ORDER DETAILS:
The tracking number for this order is: B-300-AAYV-6769
Order entered at:                      09:17:06 on 11/13/00
Order processing began at:             09:17:07
Order executed at:                     09:17:07 on 11/13/00

ACCOUNT DETAILS:
Time and Date: 09:17:07 on 11/13/00
Your position in PMCS is -200 shares
Your real cash total is $33,632.68

You will receive a printed Datek Online confirmation by postal mail, or by 
electronic delivery if you are subscribed to that service.

Questions regarding this transaction? Contact our Customer Support department 
"
158,"Dear Mr. LARRY CAMPBELL:

Thank you for your order.

You bought 395 shares of AMAT (Applied Matls Inc Com) at 43.000000.

ORDER DETAILS:
The tracking number for this order is: B-600-AASR-7355
Order entered at:                      14:12:33 on 11/15/00
Order processing began at:             14:12:33
Order executed at:                     14:13:20 on 11/15/00

ACCOUNT DETAILS:
Time and Date: 14:13:21 on 11/15/00
Your position in AMAT is 395 shares
Your real cash total is $-7,450.05

You will receive a printed Datek Online confirmation by postal mail, or by 
electronic delivery if you are subscribed to that service.

Questions regarding this transaction? Contact our Customer Support department 
"
159,"						E*TRADE the #1 place to invest online(SM)
?						
						Get up to 25 trades in your first month on us...
[IMAGE]	[IMAGE]	[IMAGE]	[IMAGE]Dear larry:
			
			You've wanted to kick the tires. If you apply through this email, this month 
we'll let you test drive the whole car. Did we mention you could take it out 
25 times?2  You'll also get all the tools and resources that  have made 
E*TRADEc the #1 place to invest online. 
			
			Stocks, bonds, options, and over 5,000 mutual funds
			Free S&Pc Stock Reports--a $120 annual value!
			Free unlimited real-time quotes
			Access to apply for IPOs3
			Low trading commissions
			24 x 7 customer service and free investor education
			
			(Rebate of up to $19.95 per stock trade, up to 25 trades in first 30 days 
your account is open. Broker-assisted trades or trades over 5,000 shares may 
incur additional charges.) 
			
			Open up a world of opportunity -- join E*TRADEc today.  We look forward to 
welcoming you as a brokerage customer. 
			
			Sincerely, 
			
			Connie Dotson
			Chief Service Quality Officer 
			E*TRADE Securities, Inc. 
			
			P.S. Call us at 1-800-654-2360, and we'll help you fill out your application 
over the phone and mail it to you for  your signature. Just mention special 
offer code L94. 	[IMAGE]	[IMAGE]	[IMAGE]
						It's your money(SM)
						
		[IMAGE]	1E*TRADE ranked the #1 Internet broker by the Lafferty Internet 
Ratings annual survey (9/00). 
			
			2Offer not valid for E*TRADE Bank, IRAs, retirement, business, or club 
accounts. Excludes existing E*TRADE brokerage customers or  non-residents of 
the U.S. A $19.95 cash rebate for each stock trade, up to a maximum of 25 
trades for the first 30 days your account is open, will be credited to your 
account. You will pay the normal rate on all stock trades at the time of the 
transaction,  and your account will be credited with the rebate within eight 
weeks  after your account is opened and funded. For listed securities orders 
over 5,000 shares, per  share for the entire order, add $.01 per share. For  
broker assisted trades, add $35. The  rebate applies to stock transactions 
only. Limit one new account bonus per type of account. To be eligible, 
account holders must maintain minimum funding in all accounts ($500 for cash 
accounts, $2,000 for margin accounts, less any trading losses), for a  
minimum of six months. An account maintenance fee may apply after twelve 
months. E*TRADE reserves the right to terminate this offer at any time. Not 
valid with any other offer. Other terms apply. 
			
			3 IPO suitability requirements apply. No guarantee of receiving IPO shares. 
Please be advised that public offerings are not suitable for all investors. 
Public offerings are highly volatile and risky and should not be considered 
by investors with conservative investment objectives or low tolerance for  
risk. 
			
			System response times may vary due to a variety of factors, including trading 
volumes, market conditions, and system performance. The services described 
herein are available to U.S. residents only. 
			
			Copyright 2000 E*TRADE Securities, Inc. Member NASD/SIPC. All rights 
reserved.  E*TRADE, the E*TRADE logo, and ""the #1 place to invest online"" are 
trademarks or registered trademarks of E*TRADE Securities, Inc.   All other 
trademarks and registered trademarks mentioned herein are the property of 
their respective owners.\n
			
			HOW TO UNSUBSCRIBE: 
			You received this e-mail because you registered on the  E*TRADE Web site, or 
on one of our partners' sites. If you  do not want to receive partner e-mail 
offers, or any E*TRADE marketing e-mail, you can change your preferences now. 
"
160,KJ
161,"Alert Posted: 12:30 PM November 18, 2000: Demand Mismatch Order Notice
Effective Monday, November 20, 2000 at 10:00 a.m., and until further notice, 
AGLC is issuing a demand mismatch order for the following primary pools.
ATLANTA, MACON, AUGUSTA , and ROME
Based on the current supply levels and expected demand levels, AGLC's system 
cannot manage the potential excess demand and the operational integrity of 
the system will be threatened. Therefore, it is essential that your 
interruptible customer's demand does not exceed the scheduled supply for your 
interruptible market for each primary pool under the demand mismatch order.
Each shipper/pooler/marketer is responsible for contacting their 
interruptible customers to curtail demand if necessary to meet this order. 
Marketers/Poolers are responsible for maintaining interruptible customer 
contact information. Any customer contact information in GOS is for AGLC 
internal use and is not intended to be marketers/poolers point of contact for 
curtailments.
"
162,"The air permit application (APEN) for the the turbine power unit exchange for 
the La Plata C/S was submitted to the state of Colorado.  

A meeting was attended with Southwest Gas and PG&E in Las Vegas concerning 
PG&E's forthcoming media statement which it will distribute to the selected 
sectors of the public informing them of the discovery of PCB's received from 
Transwestern.  Southwest Gas is a customer of PG&E.  PG&E and Southwest Gas 
have jointly agreed to conduct sampling activities on the Southwest Gas 
system to determine presence and extent of possible PCB contamination on the 
Southwest system.

Attended the cross functional training meeting in Albuquerque."
163,"One of you guys should start monitoring these meetings at least by phone.  I 
learned a lot by attending these when I was at OPG.

Tom.
"
164,"I received from the TNRCC an NOV letter for the above facility for failure to 
submit an emissions inventory for 2000.  This notification from the agency 
originally came to Rick Loveless by way of Wayne Brunette.  I called the 
TNRCC and spoke to Kevin Cauble concerning the NOV and he pulled the 
emissions inventory submitted in 1999 for the facility.  Because VOC's are 
the issue, I asked him what the emissions were for VOC's on the 1999 
inventory.  Kevin stated that the inventory showed VOC emissions of 19.50 
tons/yr actuals and 33.56 tons/yr potentials.  We discussed why EOTT would 
submit an inventory as it is not a major source and not required to.  The 
only thing we could come up with is that EOTT may have anticipated an 
increase in throughput at this site and therefore, wanted to ensure that this 
facility was shown as a title V source.  According to the phone records from 
the TNRCC for this facility, Craig Willoughby of Entrix had  requested that 
the faciltiy be kept on the list of facilities required to do inventories.  I 
have a call into EOTT to determine whether increased throughput is proposed 
for this facility in the near future.  

In speaking with Kevin, he suggested that if a determination is made that if 
there is to be an increased throughput that wont exceed the 100 ton/yr limit 
on VOC's, or that throughput conditions remain approximately consistent with 
previous years, EOTT should provide written notification to the agency that 
this facility does not meet the applicability requirements of 101.10 
(emissions inventory requirements) and request that this facility be removed 
from the TNRCC mailings. Should EOTT confirm the status of operating 
throughput to be below the 100 ton/yr VOC emissions limit, I will make make 
written notification to the TNRCC requesting removal from the list.

 "
165,"Preliminary budget figures for 2002 are included in the attached memo.



-George
(713) 646-7327"
166,"Subject:	Contact Info

Adrian Woolcock
6442 Olympia Dr.
Houston TX 77057
"
167,"A couple of websites that you might want to take a look at!

DB



http://www.enronoffline.com

http://www.1400smith.com"
168,"
"
169,Lovington/Carlbad Team on Remove 150 ft of 4in steel line  
170,"


Learn more about
""The Perks & Pitfalls of Credit""
at our upcoming
Foundation for Financial Literacy
Brown Bag Workshop!

Thursday, October 11, 2001
11:30 - 12:30
Doubletree Allen Center, La Salle B

Refreshments will be served.

"
171,"
[IMAGE]	ZoneAlarm Pro 	[IMAGE]	


		[IMAGE]	[IMAGE]			
			ZoneAlarm Pro Protect your PC!  Download ZoneAlarm Pro Now! 			
		ZoneAlarm Pro   	PC Magazine Editors' Choice Home Office Computing Editors' Award WinMag.com WinList 2000 CNET Editors' Choice PC World Best Buy			
			Did you know that whenever your PC is connected to the Internet you're at risk? If you're connected 24/7 with a cable modem or DSL connection, the risks are multiplied.  Now there's an easy, effective way to protect your computer from e-mail viruses, computer hackers, and other risks. We highly recommend ZoneAlarm Pro , for advanced protection that's easy to use.  ZoneAlarm Pro is the best defense:  			
			 [IMAGE] Stop e-mail viruses in their tracks with attachment protection [IMAGE] Customize your security from ""set and forget"" to complete control [IMAGE] Get up and running quickly with the Getting Started Tutorial [IMAGE] Easy-to-read, color-coded alerts let you rate security risks at a glance [IMAGE] Automatically block threats - recognize, block, and log all threats to your system 			
	[IMAGE]		Defend yourself. Get the protection you need with ZoneAlarm Pro.  Download ZoneAlarmPro Now  	[IMAGE]		
[IMAGE]				[IMAGE]	[IMAGE]	


[IMAGE]	You are receiving this e-mail because you downloaded RealPlayer or RealJukebox
 from Real.com and indicated a preference to receive product news, updates, and special offers from RealNetworks
. If you do not wish to receive e-mails from us in the future, click on the Remove Me link below.  RealPlayer, RealJukebox, Real.com and RealNetworks are trademarks or registered trademarks of RealNetworks, Inc. All other companies or products listed herein are trademarks or registered trademarks of their respective owners.  	[IMAGE]	
		Remove Me   |   Privacy Policy  	
"
172,"[IMAGE]

?

Thank you for using our automated self service password reset option.??? 

?

The user id and password in SAP (Apollo Production and HR Production), 
eHRonline, iBuyit and iPayit are all synchronized.? When you reset your 
password in eHRonline, it automatically synchronizes the password in the 
other systems.?

?

Please follow the steps to reset and synchronize your passwords.

?

1.??????? Go to ehronline.enron.com

2.?????? Click on the [IMAGE]?button

3.?????? Enter your User Id (SAP Personnel Number) and temporary password 
(located at the bottom of this email)

4.?????? You will then be asked to change your password

5.?????? Enter your new password twice

6.?????? Once you have successfully changed your password in eHRonline, you 
have synchronized your password for SAP (Apollo Production and HR 
Production), eHRonline, iBuyitand iPayit

7.?????? If you were trying to access an application other than eHRonline, 
close eHRonlineand proceed to the desired application.? You will now be able 
to log in with your NEW password.

?

?THIS IS A GENERATED EMAIL - DO NOT REPLY!

?

IF YOU NEED FURTHER ASSISTANCE, CONTACT THE ISC HELP DESK AT:? 713-345-4727

?

The password for your account: P00505622???has been reset to: 12717317??

?

Go to eHRonline now: http://ehronline.enron.com ? 

 - C.DTF"
173,"Dear Mr. LARRY CAMPBELL:

Thank you for your order.

You bought 20 shares of BRCD (Brocade Communications Sys I Com) at 168 7/8.

ORDER DETAILS:
The tracking number for this order is: B-300-AAZK-8593
Order entered at:                      10:46:03 on 11/30/00
Order processing began at:             10:46:03
Order executed at:                     10:46:08 on 11/30/00

ACCOUNT DETAILS:
Time and Date: 10:46:08 on 11/30/00
Your position in BRCD is 120 shares
Your real cash total is $-14,583.90

You will receive a printed Datek Online confirmation by postal mail, or by 
electronic delivery if you are subscribed to that service.

Questions regarding this transaction? Contact our Customer Support department 
"
174,"
[IMAGE] =09
   [IMAGE]  [IMAGE] [IMAGE]     [IMAGE]   [IMAGE]  Sampo DVE631 DVD/MP3 Pla=
yer with CF Card Reader  $229.99  Introducing the world's first DVD player =
with digital photo playback capabilities. Using the CompactFlash memory car=
d slot located on the front panel or a CD-R/RW, you can now play back MP3 m=
usic or easily share digital photos with family and friends, navigate among=
 thumbnail photos using remote control, and display JPEG photos via your TV=
. Choosing your favorite photo has never been easier! At the same time, you=
 can still...  [IMAGE]more info       [IMAGE]  Nikon CoolPix 995   $799.95 =
 [IMAGE]more info  $699.95 after $100.00 mail-in rebate   [IMAGE]  Canon S5=
00 Color Bubble Jet   $134.95  [IMAGE]more info  SAVE $14.05    [IMAGE]  Se=
iko SmartPad2   $180.95  [IMAGE]more info  SAVE 39%     [IMAGE]  D-Link Wir=
eless 802.11b. Printer   $194.95  [IMAGE]more info  NEW PRODUCT - SAVE 45%!=
     [IMAGE]  Linksys Wireless Cable/DSL Router   $199.95  [IMAGE]more info=
  NEW LOW PRICE!     [IMAGE]  Nikon CoolPix 885   $507.95 [IMAGE]more info =
 SAVE $92.00      [IMAGE]  Sonic Blue Rio One   $86.95  [IMAGE]more info  S=
AVE 14%     [IMAGE]  Intel Personal Audio Player   $139.95  [IMAGE]more inf=
o  SAVE $8.05    [IMAGE]  Microsoft Windows XP Pro Upgrade   $199.00 [IMAGE=
]more info  FREE SHIPPING!   [IMAGE]  Windows XP Home Upgrade  $99.00 [IMAG=
E]more info  FREE SHIPPING!        [IMAGE] [IMAGE]  [IMAGE]  Roxio Easy CD =
Creator  $71.95 (Rebate available) [IMAGE]more info  $30 REBATE OFFER!   [I=
MAGE]  Yamaha RX-V620 Home Theater Receiver  $399.95  [IMAGE]more info  SAV=
E 19%    [IMAGE]   [IMAGE]     [IMAGE]  In addition to computer  and softwa=
re  products, buy.com also offers top-of-the-line electronics , best-sellin=
g books , videos , music  and much more.   [IMAGE] - I would like to unsubs=
cribe  to this eMail - I would like to visit buy.com  now - I would like to=
 view my account  - I would like to contact customer support      [IMAGE]  =
All prices and product availability subject to change without notice. Unles=
s noted, prices do not include shipping and applicable sales taxes.  Produc=
t quantities limited.   List price refers to manufacturer's suggested retai=
l price and may be different than actual selling prices in your area.  Plea=
se visit us at buy.com or the links above for more information including la=
test pricing, availability, and restrictions on each  offer. ""buy.com"" and =
""The Internet Superstore""  are trademarks of BUY.COM Inc. ? BUY.COM Inc. 20=
01.  All rights reserved.    =09

[IMAGE]"
175,"Michelle -

We are struggling with the appropriate company identifier for business cards.  We are employees of Enron America, however some of our business cards show Enron North America (carryover from days of old), EWS (no longer/or will no longer exist), and some show Enron Corp (International Admin group).

Marge Nadasky in Corp Public Relations who deals with the Company logo and Company names on business cards, etc., has indicated that Legal prefers we use the operating company we are part of rather than Enron Corp (piercing the corporate umbrella issue).  She did say we could use just plain Enron if we are not part of the corporate group.  

As part of a network services function which crosses all Enron business units, do you see any problems if we use Enron on business cards?  We have several who have changed positions or never had cards and need new ones.


Thanks


Sheila
"
176,"Twanda, would you please print this for me?  I will need to have it 
executed.  Thanks.  MHC
"
177,"Talk with Mary McKendrey (may be spelled wrong), or Pam Butler in corporate 
comp.




"
178,"Linda, I haven't looked at the pleading, but it should be fine if it is 
simply a nonsuit with prejudice.  Thanks for your help on this.  MHC



"
179,"Trey, FYI.  MHC

"
180,"Dee, what do you think?  I suggest that we let them handle that, but defer to 
your opinion.  Thanks.  Michelle

"
181,"I certainly agree with the concept.  It sounds like it gives us more 
flexibility.  




"
182,"Here are the latest!!!  Michelle

"
183,"fyi. 
"
