,mail_content
240,"Hello all:

At Jeff's request, I called 1-800-CRUISES to get some info. Here is what I
found in summary:

Royal Caribbean, ""Vision of the Seas""--glassed in area for viewing
July 17 departure, 7 day cruise                            June 18, 7 day
cruise

$1499/per person, inside room                              $1300/person,
inside room
$1699/per person, ocean view                               $1599/person,
ocean room

Leave out of Vancouver, visit Hubbard Glacier, Skagway, Haines, Misty fjords,
Inside passage, Ketchikan, Juneau.  New ship( built in 1997) 2200 passengers,
 large glassed in area to view scenery/wildlife.

For an extra approximately $900/person, you can add a 3 day land package
which is basically a visit to McKinley and Denali, and probably Fairbanks.
Representative said as long as you are all the way up there, you should go
see the wildlife.

Carnival Cruises goes too but this cruise sounded more suited to mom and dad.
According to the rep, more elegant, good food, etc.

I have a courtesy reservation for the July cruise (figuring it might be
warmer, though she said that June and July are warmest) I got the ocean view
room.

I don't know 1-800 CRUISES   from Adam.  I will try and call my travel agent
tomorrow just to see what she says about Royal Caribbean.

If we do the July cruise and land package, it is $4998 (air fare, cruise,
port costs) for mom and dad which comes to $1300 for each one of us.

I leave Saturday for a week so I'd appreciate some feedback before I go if
possible (not necessarily a commitment, just feedback).  I think they have
this hold for a few days though I don't necessarily think we have to decide
immediately.  If we want to do this, there is a $300/person deposit (didn't
ask if it is refundable or not), with the balance due 75 days before
departure.

What do you think?

Debbie"
241,"Congratulations!  You have won ""the right to buy"" a ticket to The Leading
Edge Haas Technology Conference for Saturday, 23 September 2000.

If you are still interested in purchasing this ticket, please follow the
link below to purchase your ticket via Acteva.  Please buy your ticket
immediately, as this password is only valid until Wednesday, 20 September,
at 5:00 PM.  Unwanted tickets must be reallocated to someone on the waitlist.

URL:            http://www.acteva.com/booking.cfm?bevaid=8134&Referrer_id=3348
Password:       edge56

IMPORTANT:  If you know that you do not want your ticket, please respond to
this message ASAP so we can give it to someone on the waitlist.

You may download the conference schedule and directions to Haas directly to
your PDA by clicking on the handheld icon on the schedule page
(http://www.theleadingedge.org/angel/schedule.htm).

Thank you for your interest in The Leading Edge, and enjoy the conference!

-The Leading Edge Team"
242,"CA-ISO REPORT BLAMES CALIFORNIA'S JUNE PRICE SPIKES ON THE LACK OF HEDGING, 
SUGGESTS THAT LOWERED PRICE CAPS HAVE DONE LITTLE TO STOP UNRELENTING, HIGH 
WHOLESALE POWER PRICES
  
09/20/2000 
Foster Electric Report 
Page 3 
(c) Copyright 2000, Foster Associates, Inc. 
The California Independent System Operator, Inc.'s (CA-ISO's) market 
surveillance committee (MSC) has found that utility reluctance to use hedging 
tools and a market design that continues to be faulty despite the 
implementation of reforms were the main reasons for the sustained price 
increases that hit California's wholesale markets in June 2000. 
According to an MSC report -- An Analysis of the June 2000 Price Spikes in 
the California ISO's Energy and Ancillary Services Markets -- the exercise of 
market power in California's wholesale power markets remains rampant. In 
fact, the MSC insisted that market rule changes implemented since last summer 
""have enhanced the ability of market participants to exercise market power in 
the California electricity market."" And while the CA-ISO lowered its 
wholesale buyers' price cap from $750 to $250 following California's June 
price spikes, the MSC said the lowered cap has had little impact. Monthly 
average energy prices during June 2000 when the price cap was $750/MWh were 
lower than those during August 2000 when the price cap was $250/MWh although 
roughly the same amount of energy was consumed during these two months, the 
MSC reported. 
The MSC was also critical of existing regulatory constraints on forward 
contracting for energy and ancillary services by California's three utility 
distribution companies (UDCs) --Pacific Gas & Electric, Southern California 
Edison Co., and San Diego Gas & Electric --and the failure of the UDCs to use 
the limited rights they had in this regard. ""The June 2000 price spikes can 
be attributed to several factors,"" the report stated. The primary cause, 
however, ""was the lack of sufficient forward energy and ancillary services 
purchases for the month of June 2000 by the UDCs."" The failure to enter these 
contracts then enhanced the ability of generators in and outside the ISO 
control area to exercise market power during high-demand conditions. 
""Had California's three utility distribution companies (UDCs) signed forward 
financial contracts equal to their expected net demand for energy and 
ancillary services during each hour of the months of May and June 2000, 
average prices in the PX and ISO markets during these months would have been 
significantly lower,"" the report stated. ""Even if the June 2000 price spikes 
had still occurred, the UDCs would have been largely insulated from this spot 
market price volatility, because of their forward hedges."" 
Still, the MSC noted that the UDCs are not solely at fault, having been 
severely limited by the California Public Utilities Commission. Before last 
month, the UDCs could only make limited forward purchases in the CA-PX's 
block forward market, for only certain times of the day and little 
flexibility. ""The CPUC restrictions on forward contracting through the CA-PX 
were especially pernicious because the PX was granted a monopoly over forward 
trading by the UDCs,"" the report declared. And while the CPUC on August 3 
gave SoCal Edison and PG&E more authority to enter long-term bilateral 
contracts, the MSC criticized the move because trading levels are still 
restricted. Similarly, SDG&E has little incentive to enter forward contracts 
because it can pass through its purchased power costs to its customers, no 
matter how high the price. 
Besides forward contracts, the report said other causes of the June price 
spikes were the inability of consumers to adjust their demand in response to 
high prices, and the CA-ISO's new method for allocating replacement reserve 
costs. All the above factors allowed generators to exercise more market power 
in May 2000 than any of the summer months of 1999, the report said, and this 
market manipulation increased even further in June 2000. 
The MSC then took special aim at market rule changes recently adopted (such 
as a new replacement reserve policy ) or under consideration to enhance 
system reliability that can increase the market power exercised in 
California's energy and ancillary services markets. ""The CA-ISO operators 
must recognize that they are running markets for energy and ancillary 
services,"" the report explained. ""For that reason, they must carefully 
consider the incentives for market participant behavior created by any market 
rule changes designed to enhance system reliability. Failing to do so can 
result in unnecessarily high prices in the energy and ancillary services 
markets and can exacerbate system reliability problems."" 
So what's the solution? While the construction of new generation and 
transmission facilities in California would naturally increase the 
competitiveness of the CA-ISO's energy and ancillary services markets, the 
MSC believes fundamental market reforms are also needed. ""The California 
electricity market is not so structurally competitive that market outcomes 
are invariant to market rules,"" it stated. ""The industry is composed of a 
relatively small number of firms, some of which own a sizable fraction of the 
total electricity generating capacity located in the CA-ISO control area. The 
geographic distribution of generation unit ownership can allow some owners to 
exercise locational market power during certain system conditions. In 
addition, the amount of generating capacity owned by some market participants 
allows them to exercise market power during high-load conditions, when there 
is not a physical scarcity of available generating capacity to serve this 
load. Furthermore . . . demand for wholesale electricity in California is 
extremely insensitive to price. Consequently, the structure of the California 
electricity market, at least for the near term, is one where market outcomes 
are very sensitive to market rules."" 
As a short-term solution, the MSC support the retail rate freeze (see related 
story, this REPORT) recently signed into law for SDG&E's customers. However, 
it also suggested that the CPUC allow SDG&E broad freedom to engage in 
forward contracting, and that the retail rate ceiling be coupled with a 
requirement that SDG&E ""offer rate schedules that encourage retail customers 
to alter their demand in response to hourly wholesale electricity prices."" 
Of two possible long-term solutions, the MSC dismissed the reimposition of 
cost-of-service regulation for all but the larger industrial, commercial and 
governmental customers. ""This scheme would simply continue the proposed 
short-term solution indefinitely,"" the report reasoned. Further, the option 
may prove unworkable now that the UDCs own little of their own generation. 
The MSC said, ""This solution would continue to leave unanswered the 
fundamental question of cost-of-service regulation: What is the regulated 
firm's minimum-cost mode of production and how should output prices be set to 
provide the strongest possible incentives for the firm to produce in this 
manner? . . . Under this market structure, the CPUC would have to determine 
the prudency of the energy purchasing decisions made by UDCs across the many 
energy and capacity markets and purchasing time horizons available. A 
perceived inability of regulatory processes around the world to cause firms 
to produce in a least-cost manner in the former vertically integrated 
monopoly regime led to the widespread introduction of competition in 
generation and supply. It is difficult to see how regulating the UDCs' retail 
rates under the current regime will be less complex than regulating them 
under the former vertically integrated monopoly regime when the UDCs owned 
significantly more generation and also operated the bulk transmission grid in 
their service territories."" 
A second approach that the MSC supports and first outlined last year is to 
separate the distribution side of the UDC's business from the retail supply 
side. Under this arrangement, the price for delivering power anywhere in the 
UDC's service territory would be set by the CPUC. The supply side of the 
UDC's business would be unregulated, except the requirement that it offer a 
fixed default retail rate for each customer class. The report noted that the 
MSC's plan is not new, having been recently put in place in the England and 
Wales electricity market. The major advantage ""is that it does not require 
the CPUC to make a determination of the prudency of the wholesale energy 
purchasing decisions of the UDC,"" the report continued. Further, the supply 
side of the UDC's business can forward contract or purchase on any of the 
CA-PX and CA-ISO markets in any manner they find profitable. 
Finally, among other things, the MSC recommended (1) replacement of the 
current CA-ISO replacement reserve policy with a real-time trading charge, a 
penalty for the oversupply of real-time energy, and the cost of out-of-market 
calls being assigned to the over-consumption of real-time energy; (2) a 
greater emphasis on the market-power implications of proposed market rule 
changes, including reconsideration of the current out-of-market payment 
mechanism, the CA-ISO's 10-minute settlement market, and PG&E hydro 
divestiture agreement with the CA-ISO; and (3) expedited siting and 
construction of new or expanded transmission and generation capacity in 
California."
243,"It's simple.  Purchase.......I mean Pool.......well, purchase can be better 
sometimes.



"
244,"More and more of our imports are coming from foreign countries. 

Nancy 
(707) 251-4870 (phone) 
(707) 265-5446 (fax) 
""Plus je bois, mieux je chante"" 
"
245,"Now I'm not going to turn into your Bruno by summarizing these types of 
things, but the Commission has adopted the CEC recommendation with one 
modification recommended by PG&E.   
"
246,"Enron's Image 2000 Video is Now Available

We think you will like Enron's new corporate impage video, which can be used 
for employees, customers, suppliers, government officials, and other 
audiences who want to know about Enron.  The video features Ken Lay, Jeff 
Skilling and Joe Sutton who discuss four key business initiatives:  
broadband; wholesale energy; energy outsourcing services and EnronOnline.  
The look and feel represents our people, culture and new branding.  

MooreSource has a large supply of standard VHS (also known as NTSC) copies, 
which is the format used in the U.S. and some international locations, and 
copies in PAL, which is the format used in the U.K. and in most European 
locations.  There also are special PAL formats (PAL-M and PAL-N) available 
for locations in South America.  
  
You may use the order form below or, for those of you who prefer to order 
electronically, you may do so from MooreSource using the following item 
numbers.  If you aren't familiar with MooreSource, please go 
tohttp://home.enron.com:84/imgctr/ and click on the MooreSource button.  
Instructions for ordering will be provided there.   If you have questions 
about using MooreSource, contact Michael Shea at 713/853-5418.

Order a copy today.  

Item #  Description    Price
43162  Image Video-VHS   $4.25
43163  Image Video-PAL   $8.25
43164  Image Video-PAL/M   $15.00
43165  Image Video-PAL/N   $15.00

"
247,"NRG AFFILIATES ASK FERC TO RULE ON DISPUTED STATION POWER ISSUES AFFECTING 
DIVESTED GENERATION ASSETS
  
10/04/2000 
Foster Electric Report 
Page 13 
(c) Copyright 2000, Foster Associates, Inc. 
In a renewal of a controversy that has arisen several times in the past with 
respect to the issue of station power, three NRG affiliates that purchased 
electric generation facilities from Niagara Mohawk Corp. in 1999 -- Dunkirk 
Power LLC, Huntley Power LLC and Oswego Harbor LLC (EL00-113) -- petitioned 
FERC on 9/22/00 to declare that NRG's electric generation facilities have the 
right (and have had this right since their purchase from Niagara Mohawk) to 
treat station power as net/negative generation. The petitioners also asked 
FERC to confirm they have the option of obtaining station power from the grid 
at wholesale, regardless of whether the generation facility is running at 
that specific time, together with the ability to net the station power from 
the facility's sales to the wholesale energy market. Further, the petition 
wants the Commission to declare that Niagara Mohawk cannot require any of 
NRG's generation facilities to obtain station power under a retail tariff, or 
resort to state law self-help procedures to bypass the Commission's 
jurisdiction, disconnect or terminate station power, thereby shutting down 
the facilities. Finally, pending resolution of the instant petition, the NRG 
entities urged FERC to issue an interim order preventing Niagara Mohawk from 
disconnecting or terminating station power for any NRG generation facility. 
If station power service were terminated, the petition noted, the three NRG 
entities would be unable to supply their total capacity of 3,060 MW to the 
New York ISO control area. 
The petition was prompted by Niagara Mohawk's commencement of billing in late 
1999 and early 2000 for station power under its retail tariff for the three 
NRG facilities, NRG questioned the bills since divested generation assets are 
not subject to retail tariff rates under Commission precedent. While Niagara 
Mohawk admitted that its retained generation facilities are still allowed to 
treat station power as negative generation to be netted against output, it 
responded to NRG's questions by sending disconnection notices to the NRG 
facilities. 
Historically, the NRG petition stressed, vertically integrated facilities 
(including Niagara Mohawk) have treated -- and still treat -- station power 
as net/negative generation. Franchise utilities have not charged themselves 
for station power service under their retail tariffs nor have they used such 
tariffs to charge other utilities with generation facilities in their retail 
service territory. ""Even today, these same utilities continue to treat 
station power as net/negative generation for their own and other favored 
generation facilities,"" said the filing. ""At the same time, these utilities 
are trying to unilaterally impose retail tariffs and rates on station power 
service for their divested generation. But these divested generation assets 
are the exact same facilities for which the utilities have historically 
treated station power as net/negative generation."" 
As evidenced by the historical practice of netting station power, the NRG 
entities first cited a 1972 start-up agreement between Central Hudson, 
Consolidated Edison of New York and Niagara Mohawk (joint owners of the 
Roseton generating facility in Central Hudson's exclusive retail service 
area) providing that start-up power (a component of station power) obtained 
from Central Hudson should be netted against output before net generation was 
allocated among them. Second, the New York Power Pool Agreement (approved by 
FERC in 1991) similarly allowed the netting of station power for members with 
generation facilities in the exclusive retail service territories of other 
members. Third, transition energy sales agreements between Con Edison and NRG 
(concerning NRG's recent purchase of two divested generation facilities from 
Con Edison) explicitly authorized the treatment of station power as 
net/negative generation. These assignments were accepted by the Commission as 
part of the process to obtain approval for the divestiture of jurisdictional 
assets. In the PJM market, the petition noted (1) a recent filing by PJM 
Interconnection L.L.C. (ER00-3513) revising its open-access transmission 
tariff (OATT) and Operating Agreement to make clear that the historical 
practice of netting station power service against gross generation should 
continue even after the utilities divested most of their generation; and (2) 
recent interconnection agreements filed by Conectiv, in conjunction with a 
request seeking FERC approval to divest jurisdictional assets to affiliates 
of NRG, expressly treating station power as negative generation. Finally, the 
NRG petition observed, the Commission has approved market rules of the New 
England ISO recognizing that market participants have the option of netting 
station power. 
Thus, the NRG entities concluded, the Commission-approved arrangements and 
historical practices in New York, PJM and New England all show that station 
power has been and continues to be treated as net/negative generation. ""These 
arrangements also demonstrate that utilities such as Niagara Mohawk and Con 
Edison -- the same utilities that are now trying to impose retail tariffs on 
their divested generation --benefitted from prior netting arrangements right 
up until the time these assets were divested. These same utilities are 
currently allowing their own retained and other favored generation to net at 
the same time they are trying to force the divested generation to pay for 
such station power under retail tariffs."" Moreover, the petition added, the 
historical practice of netting is consistent with the Commission's repeated 
statement that ""load is not served at a generating unit"" through transmission 
or interconnection assets. 
The petition requested that FERC confirm its prior rulings and declare that 
NRG's generation facilities have the right and option to treat station power 
as negative generation to be netted against gross generation. This 
declaration would recognize that the historical practice of netting station 
power is still the most efficient means of ensuring that all generators have 
equal access to essential station power in a market-based system. In other 
words, ""nothing in a competitive market suddenly transforms station power 
into a retail event."" 
By declaring that station power as negative generation is a scheduled service 
available under the Commission's pro forma tariff, the petition contended, 
the Commission will further the public's interest in a competitive energy 
market and, simultaneously, ""preempt the type of discriminatory and 
anti-competitive conduct that necessitated this petition in the first place,"" 
namely, efforts by utilities such as Niagara Mohawk to impose retail tariff 
rates on station power service to divested assets while still allowing their 
own retained generation facilities (and other favored facilities) to net 
station power. Including station power service in pro forma tariffs would not 
only provide generators with a service necessary to operation of their 
interconnected facility but would also ensure availability of the service to 
all generators on fair and nondiscriminatory terms, the petition added. 
Furthermore, the NRG entities said the Commission has and should exercise 
jurisdiction over station power issues. Since generating facilities cannot be 
operated without station power, the petition explained, the provision of 
station power ""affects or relates to"" the generator's ability to produce and 
sell electric power in wholesale markets. Thus, the provision of station 
power is ""an integral and essential part"" of the interconnection and 
operation of that generator. ""The Commission's jurisdiction therefore easily 
extends to the provision of station power and supports the issuance of a 
declaratory order ensuring that station power is made available to all 
generators on efficient, nondiscriminatory terms as part of a pro forma 
tariff."" 
Based on the above discussion, the petition requested FERC to issue an order 
declaring that Niagara Mohawk cannot impose its unbundled retail tariff on 
NRG's generation facilities. However, the petition made clear, the requested 
declaration -- like the OATT revisions proposed recently by PJM -- would not 
prohibit any generator form voluntarily agreeing to take station power under 
a retail tariff. ""It is the option to take station power as a scheduled 
service under the pro form tariff that is important. By mandating this 
choice, the Commission will ensure that utilities cannot take advantage of a 
generator's need for station power."" 
The Commission should further declare, given its exclusive jurisdiction over 
the wholesale energy market, that Niagara Mohawk cannot use state law 
self-help remedies such as disconnection or termination of station power to 
force payment from a wholesale generator. Any attempt to rely on state law 
procedures is clearly preempted by the Commission's exclusive jurisdiction, 
NRG said. Finally, since both NRG and the public will suffer irreparable harm 
if Niagara Mohawk is allowed to terminate station power service and shut down 
the generation facilities in question, the Commission should issue an interim 
order prohibiting Niagara Mohawk from terminating station power service until 
these proceedings have been completed."
248,"Hi.  Please set up a call for 60 minutes for tomorrow, 10.11.00 for 11 AM 
CALIFORNIA time and distribute info to the list of folks below.  Thank you 
very much.
"
249,"[IMAGE]






[IMAGE]


[IMAGE]








Dear                         Amazon Customer,

Something exciting has developed at Amazon.com:       a new Camera  & Photo 
store--and right now, you can  get 25 free                                 
prints.

        Whether you're a novice or an ace, Amazon.com's     Camera  
&                                 Photo store is your full-service  
resource                                 for photography products, services,  
and information.                                 You'll find everything to  
fill your camera bag--digital                                 and film  
cameras, camcorders, binoculars, telescopes,                                  
accessories, and more. Plus, helpful reviews from                             
our customers and expert editors, buying guides,                         and 
detailed product descriptions will help make                     purchasing 
the right products easy.

[IMAGE]                               


[IMAGE]
Get                                         25 Free  Prints




?

[IMAGE]

[IMAGE]

[IMAGE]

[IMAGE]                           

?

?

?

[IMAGE]


                           So                           stop in and check  
out the new Camera  & Photo Store. And let us help you handle all  of 
your                           photography needs.

Sincerely,
[IMAGE]
Shawn Haynes 
Director, Camera & Photo





PS: We hope                    you enjoyed receiving this message. However, 
if you'd rather                  not receive future e-mails of this sort from 
Amazon.com, please             visit your Amazon.com     account page and 
under the Your Account Settings heading,  click the ""Update your 
communication preferences"" link.  



Please   note that this message was sent to the following e-mail  address: 
"
250,"Beautiful.  Tuesday it is.  Have a great weekend.



"
251,"Please see the following attached articles:


                            

 "
252,"Attached are summaries of two recent SoCalGas advice letters.
?
Dan
 - 10-16-00 SoCalGas AL Summary Chart.doc"
253, - WB-Cstl Jeff 001018.xls
254,First apologies if you're getting this and you ain't even in finance
255,You can count me in for $20.
256,"FYI
"
257,"I understand that SDG&E has a filing that is setting the new rates for 2001.  
My hunch is that they are establishing a CTC rate to overcollect.  That 
overcollection will then be used to offset the costs of the cap.  SDG&E has 
the incentive to overcollect such that they can apply the amounts against the 
undercollections for the cap in order to mitigat their shareholder risks.  
The concern is that SDG&E is using ratemaking accounting to subsidize a 
service that does not benefit all customers, in particula large customers 
which we are serving.

Roger

"
258,"After months of effort, we have succeeded in putting together a Blackout
Notification System that will provide California employers, residents, and
public safety officers with adequate time to respond to an impending rolling
blackout.

As you know, Governor Davis appointed me to the California ISO last
February. Through the leadership of our Energy Committee at the
Manufacturing Group, I introduced a motion at CAISO on March 30. The motion
stated that California needed a better Blackout Notification System than the
passive system previously in place.  After the motion passed 5-0, the ISO
and PG&E held focus groups with employers and residents throughout the state
to ask customers what they need to more adequately prepare for planned
rolling blackouts, and if possible to help prevent them from occurring.

Then, Governor Davis stepped in and directed ISO, the Office of Emergency
Services, and the Energy Oversight Board to work with the utilities to build
a proactive notification system.  This system provides not only a 1-hour
advanced warning before a blackout could occur, but to also includes 48 and
24-hour notices that blackouts might happen due to predicted hot weather
conditions, and/or a lack of energy supply, or planned and unplanned
maintenance at generation facilities.  The proactive approach sought by
Governor Davis and by my motion at CAISO will include a system by which
residents and employers can have their extensive contact information such
e-mails, pagers, and cell phones listed in a database.  All contacts can
receive a 48, 24 and 1-hour automatic notification in advance.

What is particularly exciting about this proactive approach is that we can
better prepare for a blackout with adequate time to power down assembly
lines and computers, and power up emergency generators. We can also prevent
a blackout by taking action within that hour which reduces load and can even
help avoid blackouts.

Again, kudos go to the Manufacturing Group's Energy Committee for pushing
this plan last February to take to the CAISO Board and to Governor Davis. By
expanding this plan, we can make sure an even larger window of notice is
proactively provided to Californians.  The plan will be rolled out publicly
tomorrow (Friday, June 15, 2001) and incrementally implemented as soon as
possible. We will soon provide further updates on how employers throughout
the Valley and state on how they can register in the new database for this
proactive notification system.

Sincerely,

Carl Guardino


 - winmail.dat"
259,"We just received this in electronic form, and are reviewing.
"
260,"As I mentioned earlier this week, my associate Cliff Berg, representing AOL,
co-sponsored a meeting in our office today regarding AB 256 (Wayne).  The
meeting was run by Kay Caldwell on behalf of the Internet Alliance.  Kay was
the one who contacted Jeff Dodd in Houston who I believe contacted one or
both of you.

The bill is being opposed by AOL, Microsoft, Charles Schwab, CMTA, Chamber,
GTE/Verizon, AEA, Retailers, Financial Services Association and the Internet
Alliance.  All of those parties are scheduled to meet with Assembly Member
Wayne at different times on Wednesday to try and get him to drop the bill
which is being sponsored by the Attorney General.  In the event that fails,
the group is also trying to get the bill double-referred to the Senate
Banking Committee where they have a much better chance of stopping it versus
the Senate Judiciary Committee.  The bill will be heard by the Judiciary
Committee on August 21.

With respect to Enron's participation in any opposition effort, there was
some concern that the Judiciary Committee may not be the best place because
Peace is on that committee and would likely do anything to get at Enron
(support?).  Regardless of anyone's concerns we could submit a letter of
opposition so long as someone provides me with the general framework.

Please advise.

Scott"
261,"Thanks very much.  I'm assuming that Bev is there in her capacity as lobbyist 
for Wild Goose on this one?  

Can you please let me know 1) the outcome of the meeting and 2) any actions 
the group intends to take.  I'm here in Sacramento, have alerted Hedy, told 
her that we're trying to gather more intelligence, and that you and your 
client are attempting to get folks together to mount opposition.  Give me a 
call on my cell phone to fill me in on what the group decides.  

Finally, what information do you have about where generators and other large 
customers groups (i.e., CMTA, the Chamber and CLECA) are on the bill?

Best,
Jeff



"
262,"I want to find out what the group comes up with this afternoon, and find out 
where CMA, the Chamber, CLECA and the generators are first.  You know where 
they are?

Best,
Jeff



"
263,"Anything can happen, but Hedy just talked to the Executive Offficer of the 
Senate Rules committee who told her that it is very unlikely that the full 
Senate would vote on any contempt report before the Senate leaves for recess; 
that is, they likely wouldn't vote on anything until they return in August.

Other info from the conversation:
With respect to fines, sanctions, etc., he said that ""they're making it up as 
they go.""
Any vote on fines, etc. would only a require a simple majority to pass."
264,"John:

Here are two alternatives to the language in AB1X.

The language does two things:

1) ensures that DA customers' costs are shifted to utility customers.
2) ensures that DA customers' don't unfairly escape any costs (e.g., bond 
payments, etc.)

We're assuming that you'll shop these with Lenny and we'll work the Reps on 
SB 18?

Lemme know.

Best,
Jeff

415.505.6633
"
265,"As part of its Memorandum of Understanding with DWR, SDG&E has filed the
attached advice letter.  If approved, SDG&E would be authorized to transfer
a $104 million overcollection in its TCBA to its Energy Rate Ceiling Revenue
Shortfall Account (the account established to record the revenue shortfall
from the implementation of AB 265).  The $104 million represents the
overcollection in utility retained generation revenues allocated to
customers which did not come under the AB 265 rate ceiling. That group would
include direct access customers.  SDG&E's rationale for the transfer is that
it is the legislature's intent that 100% of SDG&E's retained generation be
used to serve its 100 kW and below customers (i.e., the AB 265 customers).
SDG&E had advanced this theory in its recent rate design case.  It was
opposed by several groups and has not been ruled on by the Commission.

Protests on this advice filing are due August 6th.  Please let me know if
Enron is interested in protesting.

Jeanne Bennett
"
266,"FYI.  

"
267,"How long do you think it will take for Davis' people and the crazies in the 
Legislature to link the study and PRI to the funders?



	Susan J Mara
	07/23/2001 02:02 PM
		 
"
268,"Great news!
We have been able to confirm the first 8 people on the waitlist by adding
another table for the VC Roundtable dinner on Mon 6th Nov.

Here are the names:
Jay Badenhope
Steven Sesar
Jerome Rougeot
Coco Kee
Leah Fine
Douglas Buzbee
Joseph Karp
Todd Miller

Further, there is now the possibility to add a further table (this will
only be confirmed tomorrow). So far we have the following people listed as
the next 8:

Lawrence Low
Peter Li
Aaron McNally
Will Birdsey
James Leonard
Florian Pestoni
David Hudson
Debra Underwood

Could all of you get checks for $25 (in favour of UC Regents) to my mailbox
(Nitin Chellaram) ASAP (look under Exchange Students in MBAA lounge) if you
have not already paid. Also, today is the last chance to e-mail me bios as
described in previous e-mails (2-3 paragraphs, up to one page max.,
highlighting parts of your resume that you feel are relevant to VC and
explaining why you are interested in attending this event). I MUST receive
bios by 5pm today at the latest if they are to be included.

Thanks
Nitin"
269,"Attached is a copy of Enron's First Amended Complaint.? If you have  
suggestions or comments, you can reach Mr. Kirby on his cell phone (619)  
985-9792.
?
The information contained in this e-mail message and any accompanying  
documents is subject to the attorney-client privilege and/or the attorney 
work  product rule and is confidential business information intended only for 
the use  of the individual or entity named above.? If the reader of this 
message is  not the intended recipient or representative of the recipient, 
you are hereby  notified that any dissemination of this communication is 
strictly  prohibited.? If you have received this communication in error, 
"
270,"======================================================
VENTUREWIRE "
271,"You're certainly becoming a regular on the energy speaker's circuit!  How'd 
your event last Thursday go?  I'm sure you charmed their regulatory panels...


From: Jeff Dasovich on 11/06/2000 01:31 PM
Sent by: Jeff Dasovich
"
272,"Hi Jeff,

I changed my 'out of town' plans and will be making it to the case review 
session this weekend.
see you on Saturday!!  ps. is your office easily accessible via bart?

- Kelly

Also, here's fyi some of the questions that I came up with when going over 
the case...
1. Problem #1 and #2: When calculating incremental cost do we include fixed
costs (i.e. $10,000 for tooling plastic rings) and do we include sunk costs
materials for the steel inventory?  In addition, do we need to break out the
overhead into fixed and variable and include only the variable portion in
the calculation of incremental cost?

2. Problem #3: What are we supposed to be comparing to calculate
differential cost of the 25,450 steel rings?

3. Problem #4: What time period should we include in calculating profit?  Is
it enough to look strictly at present time (per unit costs)? Or should we
look at profit over for example 5 years (from looking at the replacement
rate of plastic rings)?

4. Problem #5: Once we calculate problems #1 - #3, do we assume that
Burggeman is the only plastic ring producer?  And should we look at customer
desire to reduce their costs by buying plastic over steel rings because of
the difference in usable life?


"
273,bet you're having fun.  are there comments that accompany Alan's tech piece?
274,"pls call at 415.782.7822.  thx, jeff"
275,"not sure, but i assume that the bluegrass songbook is mine.  is it for 
guitar?"
276,"Jeff, can  we get a copy of the PX study?  Thanks
"
277,"TJ:  I'll pick up my ticket on Monday, so please don't give it away!  Thanks.



"
278,"1.  Review attached note to confirm that we are restricted to one option (the 
""Regulatory Structure"") from a regulatory standpoint with respect to the 
trading of Japanese bandwidth.

2.  Determine whether there are similar restrictions in SIngapore or Hong 
Kong requiring us to adopt a similar Regulatory Structure.

3.  Review the tax costs and risks arising from the Regulatory Structure and 
describe the steps that must be taken to manage the tax risks.

4.  Given the foregoing, determine what specific steps are necessary to 
implement the Regulatory Structure and manage the concomitant tax, legal, 
accounting, and credit risks.

5.  Review what steps, if any, are necessary to permit bandwidth trading by 
the US (and UK?) trading desks of bandwidth terminating in Australia.

6.  Time permitting, determine whether regulatory considerations require that 
we adopt a structure similar to the Regulatory Structure in Mexico, Brazil, 
or Argentina.

7.  Time permitting, review what steps, if any, are necessary to permit 
bandwidth trading by the US (and the UK?) trading desks of bandwidth 
terminating in Canada.

Questions and comments are invited.  Thanks.

W. Wayne Gardner
Enron Broadband Services
1400 Smith Street
Houston, TX  77002-7361
Phone:  713 853 3547
Fax:  713 646 2532
"
279,"Only if it's not a bother.  You're very sweet to forward along.  You must 
feel GREAT being done!"
280,"Dear E204-1 and E204-2 Students,
Bear with me.  I don't know what happened to the attached files -- I was 
pretty
sure they were 'attached' when I sent them last night but ...
Here are the files -- the third time will, hopefully, be the charm!
--Tom McCullough
 - E204-TEAM_Wed_2000.doc
 - E204-TEAM_Thurs_2000.doc

=======================================================================
Tom McCullough
Senior Lecturer
Haas School of Business
University of California at Berkeley
=========================================================================="
281,"oh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  In the ""big"" house, sleeps 10"
282,"To My Friends and Colleagues,

I'd like to wish each of you the Happiest of Holidays and the greatest
success in the New Year.

As the first holiday card of the Millenium, and in the spirit of ebusiness,
I'm sending you this e-card greeting. Please click on
http://www.utility.com/holiday/ (or copy and paste this link into the
address box of your Web browser).

Merrily yours,

Chris King


"
283,"Attached are the Draft Final Comments of IEP on the CPUC Order Establishing
Prudency Standards for Forward Electricity Contracts.  These comments are
due to be filed today.  If you have any last second comments, please provide
them no later than 1:00 p.m.  today.  We will circulate the filed Comments
when available.  Thanks.


"
284,"Here's the latest with Maureen's comments but without anything from Peggy.  
Please comment.

Lawyers--please call or e-mail if any of the business changes have changed 
our legal position.  MDS
"
285,"FYI.
"
